-183.419, 78.376, 1.385,  1.765
-183.414, 78.330, 1.389,  1.798
-183.410, 78.284, 1.393,  1.831
-183.405, 78.238, 1.396,  1.864
-183.401, 78.191, 1.399,  1.897
-183.396, 78.145, 1.401,  1.930
-183.391, 78.098, 1.404,  1.963
-183.387, 78.052, 1.406,  1.996
-183.382, 78.005, 1.409,  2.029
-183.378, 77.958, 1.410,  2.062
-183.375, 77.911, 1.413,  2.095
-183.371, 77.864, 1.417,  2.128
-183.367, 77.817, 1.421,  2.161
-183.363, 77.770, 1.425,  2.194
-183.359, 77.722, 1.429,  2.227
-183.355, 77.675, 1.434,  2.260
-183.351, 77.627, 1.438,  2.293
-183.347, 77.579, 1.443,  2.326
-183.342, 77.531, 1.449,  2.359
-183.338, 77.483, 1.454,  2.392
-183.333, 77.434, 1.459,  2.425
-183.329, 77.386, 1.464,  2.458
-183.325, 77.337, 1.470,  2.491
-183.320, 77.288, 1.475,  2.524
-183.316, 77.239, 1.480,  2.557
-183.311, 77.190, 1.485,  2.590
-183.306, 77.140, 1.490,  2.623
-183.302, 77.091, 1.495,  2.656
-183.297, 77.041, 1.500,  2.689
-183.292, 76.991, 1.506,  2.722
-183.288, 76.941, 1.509,  2.755
-183.285, 76.890, 1.514,  2.788
-183.281, 76.840, 1.519,  2.821
-183.277, 76.789, 1.524,  2.854
-183.273, 76.738, 1.530,  2.887
-183.268, 76.688, 1.535,  2.920
-183.264, 76.636, 1.540,  2.953
-183.260, 76.585, 1.545,  2.986
-183.255, 76.534, 1.549,  3.019
-183.251, 76.482, 1.554,  3.052
-183.247, 76.430, 1.559,  3.085
-183.242, 76.378, 1.564,  3.118
-183.237, 76.326, 1.569,  3.151
-183.233, 76.274, 1.574,  3.184
-183.228, 76.222, 1.579,  3.217
-183.224, 76.169, 1.585,  3.250
-183.219, 76.116, 1.590,  3.283
-183.214, 76.064, 1.595,  3.316
-183.209, 76.010, 1.600,  3.349
-183.205, 75.957, 1.604,  3.382
-183.202, 75.904, 1.609,  3.415
-183.198, 75.850, 1.614,  3.448
-183.193, 75.796, 1.620,  3.481
-183.189, 75.742, 1.625,  3.514
-183.185, 75.688, 1.631,  3.547
-183.181, 75.634, 1.636,  3.580
-183.176, 75.579, 1.641,  3.613
-183.172, 75.525, 1.647,  3.646
-183.167, 75.470, 1.652,  3.679
-183.163, 75.415, 1.658,  3.712
-183.158, 75.360, 1.663,  3.745
-183.154, 75.304, 1.668,  3.778
-183.149, 75.249, 1.674,  3.811
-183.144, 75.193, 1.679,  3.844
-183.139, 75.137, 1.684,  3.877
-183.135, 75.081, 1.690,  3.910
-183.130, 75.025, 1.695,  3.943
-183.125, 74.968, 1.701,  3.976
-183.121, 74.912, 1.705,  4.009
-183.117, 74.855, 1.711,  4.042
-183.113, 74.798, 1.716,  4.075
-183.109, 74.740, 1.722,  4.108
-183.105, 74.683, 1.728,  4.141
-183.100, 74.625, 1.733,  4.174
-183.096, 74.568, 1.739,  4.207
-183.092, 74.510, 1.745,  4.240
-183.087, 74.452, 1.750,  4.273
-183.082, 74.393, 1.756,  4.306
-183.078, 74.335, 1.762,  4.339
-183.073, 74.276, 1.767,  4.372
-183.068, 74.217, 1.773,  4.405
-183.064, 74.158, 1.778,  4.438
-183.059, 74.099, 1.784,  4.471
-183.054, 74.040, 1.790,  4.504
-183.049, 73.980, 1.796,  4.537
-183.045, 73.920, 1.801,  4.570
-183.041, 73.860, 1.806,  4.603
-183.037, 73.800, 1.812,  4.636
-183.033, 73.739, 1.818,  4.669
-183.029, 73.679, 1.824,  4.702
-183.024, 73.618, 1.830,  4.735
-183.020, 73.557, 1.836,  4.768
-183.015, 73.496, 1.842,  4.801
-183.011, 73.435, 1.848,  4.834
-183.006, 73.373, 1.854,  4.867
-183.002, 73.311, 1.860,  4.900
-182.997, 73.249, 1.866,  4.933
-182.992, 73.187, 1.872,  4.966
-182.987, 73.125, 1.877,  4.999
-182.983, 73.062, 1.884,  5.032
-182.978, 72.999, 1.890,  5.065
-182.973, 72.936, 1.896,  5.098
-182.969, 72.873, 1.901,  5.131
-182.965, 72.810, 1.907,  5.164
-182.961, 72.746, 1.913,  5.197
-182.956, 72.682, 1.919,  5.230
-182.952, 72.618, 1.926,  5.263
-182.948, 72.554, 1.932,  5.296
-182.943, 72.490, 1.938,  5.329
-182.939, 72.425, 1.944,  5.362
-182.934, 72.360, 1.950,  5.395
-182.929, 72.295, 1.957,  5.428
-182.925, 72.230, 1.963,  5.461
-182.920, 72.165, 1.969,  5.494
-182.915, 72.099, 1.976,  5.527
-182.910, 72.033, 1.982,  5.560
-182.906, 71.967, 1.988,  5.593
-182.901, 71.901, 1.994,  5.626
-182.897, 71.835, 2.000,  5.659
-182.893, 71.768, 2.007,  5.692
-182.889, 71.701, 2.013,  5.725
-182.884, 71.634, 2.019,  5.758
-182.880, 71.566, 2.026,  5.791
-182.876, 71.499, 2.032,  5.824
-182.871, 71.431, 2.039,  5.857
-182.866, 71.363, 2.045,  5.890
-182.862, 71.295, 2.052,  5.923
-182.857, 71.227, 2.058,  5.956
-182.852, 71.158, 2.065,  5.989
-182.848, 71.089, 2.072,  6.022
-182.843, 71.020, 2.078,  6.055
-182.838, 70.951, 2.085,  6.088
-182.833, 70.881, 2.091,  6.121
-182.829, 70.812, 2.097,  6.154
-182.825, 70.742, 2.104,  6.187
-182.821, 70.671, 2.111,  6.220
-182.817, 70.601, 2.117,  6.253
-182.812, 70.530, 2.124,  6.286
-182.808, 70.460, 2.131,  6.319
-182.803, 70.388, 2.138,  6.352
-182.799, 70.317, 2.145,  6.385
-182.794, 70.246, 2.151,  6.418
-182.789, 70.174, 2.158,  6.451
-182.785, 70.102, 2.165,  6.484
-182.780, 70.030, 2.172,  6.517
-182.775, 69.957, 2.179,  6.550
-182.770, 69.885, 2.186,  6.583
-182.766, 69.812, 2.192,  6.616
-182.762, 69.739, 2.199,  6.649
-182.758, 69.665, 2.206,  6.682
-182.754, 69.592, 2.213,  6.715
-182.750, 69.518, 2.220,  6.748
-182.745, 69.444, 2.227,  6.781
-182.741, 69.370, 2.235,  6.814
-182.736, 69.295, 2.242,  6.847
-182.731, 69.220, 2.249,  6.880
-182.727, 69.145, 2.256,  6.913
-182.722, 69.070, 2.263,  6.946
-182.717, 68.995, 2.270,  6.979
-182.712, 68.919, 2.277,  7.012
-182.708, 68.843, 2.284,  7.045
-182.704, 68.767, 2.291,  7.078
-182.700, 68.690, 2.298,  7.111
-182.696, 68.614, 2.306,  7.144
-182.691, 68.537, 2.313,  7.177
-182.687, 68.459, 2.320,  7.210
-182.682, 68.382, 2.328,  7.243
-182.678, 68.304, 2.335,  7.276
-182.673, 68.227, 2.342,  7.309
-182.669, 68.148, 2.349,  7.342
-182.664, 68.070, 2.357,  7.375
-182.659, 67.991, 2.364,  7.408
-182.655, 67.913, 2.371,  7.441
-182.650, 67.834, 2.379,  7.474
-182.646, 67.754, 2.386,  7.507
-182.642, 67.675, 2.394,  7.540
-182.638, 67.595, 2.401,  7.573
-182.634, 67.515, 2.409,  7.606
-182.629, 67.434, 2.416,  7.639
-182.625, 67.354, 2.424,  7.672
-182.620, 67.273, 2.432,  7.705
-182.616, 67.192, 2.439,  7.738
-182.611, 67.110, 2.447,  7.771
-182.606, 67.029, 2.455,  7.804
-182.602, 66.947, 2.462,  7.837
-182.597, 66.865, 2.470,  7.870
-182.592, 66.782, 2.478,  7.903
-182.587, 66.699, 2.486,  7.936
-182.583, 66.617, 2.493,  7.969
-182.578, 66.533, 2.501,  8.002
-182.573, 66.450, 2.509,  8.035
-182.568, 66.366, 2.517,  8.068
-182.563, 66.282, 2.525,  8.101
-182.558, 66.198, 2.533,  8.134
-182.553, 66.114, 2.541,  8.167
-182.549, 66.029, 2.549,  8.200
-182.544, 65.944, 2.557,  8.233
-182.539, 65.859, 2.565,  8.266
-182.534, 65.773, 2.573,  8.299
-182.530, 65.687, 2.580,  8.332
-182.526, 65.601, 2.588,  8.365
-182.521, 65.515, 2.597,  8.398
-182.517, 65.428, 2.605,  8.431
-182.512, 65.341, 2.613,  8.464
-182.508, 65.254, 2.621,  8.497
-182.503, 65.166, 2.629,  8.530
-182.498, 65.079, 2.638,  8.563
-182.494, 64.991, 2.646,  8.596
-182.489, 64.902, 2.654,  8.629
-182.484, 64.814, 2.663,  8.662
-182.479, 64.725, 2.671,  8.695
-182.475, 64.636, 2.679,  8.728
-182.471, 64.546, 2.687,  8.761
-182.467, 64.457, 2.696,  8.794
-182.463, 64.367, 2.704,  8.827
-182.458, 64.277, 2.713,  8.860
-182.454, 64.186, 2.722,  8.893
-182.449, 64.095, 2.730,  8.926
-182.444, 64.004, 2.739,  8.959
-182.440, 63.913, 2.748,  8.992
-182.435, 63.821, 2.757,  9.025
-182.430, 63.729, 2.765,  9.058
-182.425, 63.637, 2.774,  9.091
-182.421, 63.544, 2.782,  9.124
-182.417, 63.451, 2.791,  9.157
-182.413, 63.358, 2.800,  9.190
-182.409, 63.265, 2.809,  9.223
-182.405, 63.171, 2.818,  9.256
-182.400, 63.077, 2.827,  9.289
-182.395, 62.982, 2.836,  9.322
-182.391, 62.888, 2.845,  9.355
-182.386, 62.793, 2.854,  9.388
-182.382, 62.698, 2.863,  9.421
-182.377, 62.602, 2.872,  9.454
-182.373, 62.506, 2.880,  9.487
-182.369, 62.410, 2.889,  9.520
-182.365, 62.314, 2.899,  9.553
-182.361, 62.217, 2.908,  9.586
-182.356, 62.120, 2.917,  9.619
-182.352, 62.022, 2.927,  9.652
-182.347, 61.925, 2.936,  9.685
-182.343, 61.827, 2.945,  9.718
-182.338, 61.728, 2.955,  9.751
-182.334, 61.630, 2.964,  9.784
-182.329, 61.531, 2.973,  9.817
-182.325, 61.432, 2.982,  9.850
-182.321, 61.332, 2.992,  9.883
-182.317, 61.232, 3.001,  9.916
-182.313, 61.132, 3.011,  9.949
-182.309, 61.031, 3.020,  9.982
-182.304, 60.931, 3.030, 10.015
-182.300, 60.830, 3.040, 10.048
-182.295, 60.728, 3.049, 10.081
-182.291, 60.626, 3.059, 10.114
-182.286, 60.524, 3.069, 10.147
-182.282, 60.422, 3.078, 10.180
-182.279, 60.319, 3.088, 10.213
-182.275, 60.216, 3.098, 10.246
-182.271, 60.112, 3.108, 10.279
-182.266, 60.009, 3.118, 10.312
-182.262, 59.904, 3.128, 10.345
-182.258, 59.800, 3.138, 10.378
-182.253, 59.695, 3.148, 10.411
-182.249, 59.590, 3.158, 10.444
-182.244, 59.485, 3.168, 10.477
-182.241, 59.379, 3.178, 10.510
-182.237, 59.273, 3.188, 10.543
-182.233, 59.166, 3.198, 10.576
-182.229, 59.060, 3.208, 10.609
-182.225, 58.953, 3.219, 10.642
-182.220, 58.845, 3.229, 10.675
-182.216, 58.737, 3.239, 10.708
-182.212, 58.629, 3.250, 10.741
-182.207, 58.521, 3.260, 10.774
-182.203, 58.412, 3.270, 10.807
-182.199, 58.303, 3.280, 10.840
-182.196, 58.193, 3.291, 10.873
-182.192, 58.083, 3.301, 10.906
-182.188, 57.973, 3.312, 10.939
-182.184, 57.862, 3.322, 10.972
-182.180, 57.751, 3.333, 11.005
-182.175, 57.640, 3.344, 11.038
-182.171, 57.528, 3.354, 11.071
-182.167, 57.416, 3.365, 11.104
-182.163, 57.304, 3.376, 11.137
-182.159, 57.191, 3.386, 11.170
-182.156, 57.078, 3.397, 11.203
-182.152, 56.965, 3.408, 11.236
-182.148, 56.851, 3.419, 11.269
-182.144, 56.737, 3.430, 11.302
-182.140, 56.622, 3.441, 11.335
-182.135, 56.507, 3.452, 11.368
-182.131, 56.392, 3.463, 11.401
-182.127, 56.276, 3.475, 11.434
-182.123, 56.160, 3.485, 11.467
-182.120, 56.044, 3.496, 11.500
-182.116, 55.927, 3.508, 11.533
-182.112, 55.810, 3.519, 11.566
-182.108, 55.692, 3.530, 11.599
-182.104, 55.575, 3.542, 11.632
-182.100, 55.456, 3.553, 11.665
-182.096, 55.338, 3.564, 11.698
-182.092, 55.219, 3.576, 11.731
-182.088, 55.099, 3.587, 11.764
-182.085, 54.979, 3.599, 11.797
-182.081, 54.859, 3.610, 11.830
-182.077, 54.739, 3.622, 11.863
-182.073, 54.618, 3.633, 11.896
-182.070, 54.496, 3.645, 11.929
-182.066, 54.375, 3.657, 11.962
-182.061, 54.252, 3.669, 11.995
-182.058, 54.130, 3.680, 12.028
-182.055, 54.007, 3.692, 12.061
-182.051, 53.884, 3.704, 12.094
-182.047, 53.760, 3.716, 12.127
-182.044, 53.636, 3.728, 12.160
-182.040, 53.511, 3.740, 12.193
-182.036, 53.386, 3.752, 12.226
-182.032, 53.261, 3.764, 12.259
-182.028, 53.135, 3.776, 12.292
-182.024, 53.009, 3.788, 12.325
-182.021, 52.883, 3.800, 12.358
-182.018, 52.756, 3.812, 12.391
-182.014, 52.629, 3.824, 12.424
-182.010, 52.501, 3.837, 12.457
-182.006, 52.373, 3.849, 12.490
-182.003, 52.244, 3.862, 12.523
-181.999, 52.115, 3.874, 12.556
-181.995, 51.986, 3.886, 12.589
-181.992, 51.856, 3.899, 12.622
-181.989, 51.726, 3.912, 12.655
-181.985, 51.595, 3.924, 12.688
-181.981, 51.464, 3.937, 12.721
-181.978, 51.332, 3.949, 12.754
-181.974, 51.201, 3.961, 12.787
-181.970, 51.068, 3.974, 12.820
-181.967, 50.936, 3.986, 12.853
-181.964, 50.802, 3.999, 12.886
-181.960, 50.669, 4.011, 12.919
-181.957, 50.535, 4.024, 12.952
-181.953, 50.400, 4.036, 12.985
-181.950, 50.266, 4.049, 13.018
-181.946, 50.130, 4.061, 13.051
-181.942, 49.995, 4.074, 13.084
-181.939, 49.859, 4.087, 13.117
-181.936, 49.722, 4.100, 13.150
-181.933, 49.585, 4.112, 13.183
-181.929, 49.448, 4.125, 13.216
-181.926, 49.310, 4.138, 13.249
-181.922, 49.172, 4.151, 13.282
-181.918, 49.033, 4.165, 13.315
-181.915, 48.894, 4.178, 13.348
-181.912, 48.755, 4.191, 13.381
-181.909, 48.615, 4.204, 13.414
-181.905, 48.474, 4.217, 13.447
-181.902, 48.333, 4.231, 13.480
-181.899, 48.192, 4.244, 13.513
-181.895, 48.050, 4.257, 13.546
-181.892, 47.908, 4.271, 13.579
-181.888, 47.765, 4.284, 13.612
-181.885, 47.622, 4.298, 13.645
-181.882, 47.479, 4.311, 13.678
-181.879, 47.335, 4.325, 13.711
-181.876, 47.190, 4.338, 13.744
-181.872, 47.045, 4.352, 13.777
-181.869, 46.900, 4.366, 13.810
-181.865, 46.754, 4.380, 13.843
-181.862, 46.608, 4.393, 13.876
-181.859, 46.461, 4.407, 13.909
-181.856, 46.314, 4.421, 13.942
-181.853, 46.166, 4.435, 13.975
-181.850, 46.018, 4.449, 14.008
-181.846, 45.869, 4.463, 14.041
-181.843, 45.720, 4.477, 14.074
-181.840, 45.571, 4.492, 14.107
-181.837, 45.420, 4.506, 14.140
-181.834, 45.270, 4.520, 14.173
-181.831, 45.119, 4.534, 14.206
-181.828, 44.967, 4.549, 14.239
-181.825, 44.816, 4.563, 14.272
-181.821, 44.663, 4.578, 14.305
-181.818, 44.510, 4.592, 14.338
-181.816, 44.357, 4.606, 14.371
-181.813, 44.203, 4.621, 14.404
-181.810, 44.048, 4.635, 14.437
-181.807, 43.894, 4.650, 14.470
-181.803, 43.738, 4.665, 14.503
-181.800, 43.582, 4.680, 14.536
-181.797, 43.426, 4.694, 14.569
-181.795, 43.269, 4.709, 14.602
-181.792, 43.112, 4.724, 14.635
-181.789, 42.954, 4.739, 14.668
-181.786, 42.796, 4.754, 14.701
-181.783, 42.637, 4.769, 14.734
-181.779, 42.478, 4.784, 14.767
-181.777, 42.318, 4.799, 14.800
-181.774, 42.158, 4.815, 14.833
-181.771, 41.997, 4.830, 14.866
-181.768, 41.835, 4.845, 14.899
-181.765, 41.673, 4.861, 14.932
-181.762, 41.511, 4.876, 14.965
-181.759, 41.348, 4.891, 14.998
-181.757, 41.185, 4.907, 15.031
-181.754, 41.021, 4.922, 15.064
-181.751, 40.856, 4.938, 15.097
-181.748, 40.691, 4.954, 15.130
-181.745, 40.526, 4.970, 15.163
-181.742, 40.360, 4.985, 15.196
-181.739, 40.193, 5.001, 15.229
-181.737, 40.026, 5.017, 15.262
-181.734, 39.859, 5.033, 15.295
-181.731, 39.690, 5.049, 15.328
-181.728, 39.522, 5.064, 15.361
-181.726, 39.353, 5.070, 15.394
-181.723, 39.184, 5.057, 15.427
-181.720, 39.017, 5.035, 15.460
-181.718, 38.849, 5.018, 15.493
-181.716, 38.683, 5.006, 15.526
-181.713, 38.516, 4.999, 15.559
-181.710, 38.348, 5.054, 15.592
-181.707, 38.178, 5.119, 15.625
-181.705, 38.005, 5.178, 15.658
-181.702, 37.831, 5.231, 15.691
-181.700, 37.655, 5.269, 15.724
-181.697, 37.479, 5.284, 15.757
-181.694, 37.303, 5.280, 15.790
-181.691, 37.127, 5.275, 15.823
-181.688, 36.952, 5.271, 15.856
-181.686, 36.777, 5.269, 15.889
-181.683, 36.601, 5.270, 15.922
-181.681, 36.425, 5.274, 15.955
-181.678, 36.250, 5.281, 15.988
-181.675, 36.073, 5.292, 16.021
-181.672, 35.897, 5.305, 16.054
-181.670, 35.719, 5.322, 16.087
-181.668, 35.541, 5.342, 16.120
-181.665, 35.363, 5.365, 16.153
-181.662, 35.183, 5.391, 16.186
-181.660, 35.003, 5.419, 16.219
-181.657, 34.821, 5.448, 16.252
-181.655, 34.639, 5.478, 16.285
-181.652, 34.455, 5.508, 16.318
-181.650, 34.271, 5.539, 16.351
-181.647, 34.085, 5.569, 16.384
-181.645, 33.899, 5.598, 16.417
-181.642, 33.712, 5.625, 16.450
-181.639, 33.523, 5.651, 16.483
-181.637, 33.334, 5.675, 16.516
-181.635, 33.145, 5.697, 16.549
-181.632, 32.954, 5.717, 16.582
-181.629, 32.763, 5.736, 16.615
-181.627, 32.572, 5.753, 16.648
-181.625, 32.380, 5.768, 16.681
-181.622, 32.187, 5.783, 16.714
-181.620, 31.994, 5.797, 16.747
-181.617, 31.801, 5.810, 16.780
-181.615, 31.607, 5.823, 16.813
-181.613, 31.412, 5.836, 16.846
-181.611, 31.218, 5.849, 16.879
-181.608, 31.022, 5.863, 16.912
-181.606, 30.827, 5.877, 16.945
-181.604, 30.630, 5.892, 16.978
-181.601, 30.434, 5.908, 17.011
-181.599, 30.236, 5.924, 17.044
-181.597, 30.038, 5.942, 17.077
-181.595, 29.840, 5.961, 17.110
-181.593, 29.641, 5.981, 17.143
-181.590, 29.441, 6.001, 17.176
-181.588, 29.240, 6.023, 17.209
-181.586, 29.039, 6.045, 17.242
-181.584, 28.837, 6.067, 17.275
-181.582, 28.634, 6.090, 17.308
-181.579, 28.430, 6.113, 17.341
-181.577, 28.226, 6.136, 17.374
-181.575, 28.021, 6.160, 17.407
-181.573, 27.815, 6.182, 17.440
-181.571, 27.608, 6.205, 17.473
-181.568, 27.401, 6.227, 17.506
-181.566, 27.193, 6.249, 17.539
-181.564, 26.984, 6.270, 17.572
-181.562, 26.774, 6.291, 17.605
-181.560, 26.564, 6.311, 17.638
-181.558, 26.353, 6.331, 17.671
-181.555, 26.142, 6.351, 17.704
-181.553, 25.930, 6.370, 17.737
-181.551, 25.717, 6.390, 17.770
-181.549, 25.503, 6.409, 17.803
-181.547, 25.289, 6.428, 17.836
-181.545, 25.074, 6.448, 17.869
-181.543, 24.859, 6.467, 17.902
-181.541, 24.643, 6.487, 17.935
-181.539, 24.426, 6.507, 17.968
-181.537, 24.209, 6.528, 18.001
-181.535, 23.991, 6.548, 18.034
-181.533, 23.772, 6.569, 18.067
-181.531, 23.552, 6.591, 18.100
-181.529, 23.332, 6.613, 18.133
-181.527, 23.111, 6.635, 18.166
-181.525, 22.889, 6.657, 18.199
-181.523, 22.667, 6.680, 18.232
-181.521, 22.444, 6.703, 18.265
-181.519, 22.220, 6.726, 18.298
-181.517, 21.995, 6.749, 18.331
-181.515, 21.769, 6.772, 18.364
-181.513, 21.543, 6.795, 18.397
-181.511, 21.316, 6.817, 18.430
-181.509, 21.088, 6.840, 18.463
-181.507, 20.860, 6.863, 18.496
-181.505, 20.630, 6.885, 18.529
-181.503, 20.400, 6.907, 18.562
-181.502, 20.169, 6.929, 18.595
-181.500, 19.938, 6.951, 18.628
-181.498, 19.706, 6.973, 18.661
-181.496, 19.473, 6.995, 18.694
-181.494, 19.239, 7.017, 18.727
-181.492, 19.005, 7.038, 18.760
-181.490, 18.769, 7.060, 18.793
-181.488, 18.534, 7.082, 18.826
-181.487, 18.297, 7.104, 18.859
-181.485, 18.060, 7.127, 18.892
-181.483, 17.821, 7.149, 18.925
-181.481, 17.583, 7.172, 18.958
-181.479, 17.343, 7.195, 18.991
-181.477, 17.103, 7.219, 19.024
-181.476, 16.861, 7.242, 19.057
-181.474, 16.619, 7.266, 19.090
-181.472, 16.376, 7.290, 19.123
-181.470, 16.133, 7.314, 19.156
-181.469, 15.888, 7.338, 19.189
-181.467, 15.643, 7.362, 19.222
-181.465, 15.397, 7.387, 19.255
-181.463, 15.150, 7.411, 19.288
-181.462, 14.903, 7.436, 19.321
-181.460, 14.654, 7.460, 19.354
-181.458, 14.405, 7.484, 19.387
-181.456, 14.155, 7.509, 19.420
-181.455, 13.904, 7.533, 19.453
-181.453, 13.652, 7.557, 19.486
-181.451, 13.400, 7.582, 19.519
-181.450, 13.146, 7.606, 19.552
-181.448, 12.892, 7.630, 19.585
-181.446, 12.637, 7.655, 19.618
-181.444, 12.382, 7.679, 19.651
-181.443, 12.125, 7.703, 19.684
-181.441, 11.868, 7.728, 19.717
-181.439, 11.609, 7.752, 19.750
-181.438, 11.350, 7.777, 19.783
-181.436, 11.091, 7.801, 19.816
-181.435, 10.830, 7.826, 19.849
-181.433, 10.568, 7.851, 19.882
-181.431, 10.306, 7.876, 19.915
-181.430, 10.043, 7.901, 19.948
-181.428, 9.779, 7.927, 19.981
-181.426, 9.514, 7.952, 20.014
-181.425, 9.248, 7.978, 20.047
-181.423, 8.982, 8.004, 20.080
-181.421, 8.714, 8.030, 20.113
-181.420, 8.446, 8.056, 20.146
-181.418, 8.177, 8.083, 20.179
-181.417, 7.907, 8.109, 20.212
-181.415, 7.636, 8.136, 20.245
-181.413, 7.364, 8.162, 20.278
-181.412, 7.091, 8.189, 20.311
-181.410, 6.817, 8.216, 20.344
-181.409, 6.543, 8.242, 20.377
-181.407, 6.267, 8.269, 20.410
-181.405, 5.991, 8.296, 20.443
-181.404, 5.714, 8.323, 20.476
-181.402, 5.436, 8.350, 20.509
-181.401, 5.157, 8.378, 20.542
-181.399, 4.877, 8.405, 20.575
-181.398, 4.596, 8.432, 20.608
-181.396, 4.314, 8.459, 20.641
-181.394, 4.032, 8.487, 20.674
-181.393, 3.748, 8.514, 20.707
-181.391, 3.463, 8.542, 20.740
-181.390, 3.178, 8.570, 20.773
-181.388, 2.892, 8.598, 20.806
-181.387, 2.604, 8.625, 20.839
-181.385, 2.316, 8.653, 20.872
-181.383, 2.027, 8.682, 20.905
-181.382, 1.737, 8.710, 20.938
-181.380, 1.446, 8.738, 20.971
-181.379, 1.154, 8.767, 21.004
-181.377, 0.861, 8.795, 21.037
-181.376, 0.567, 8.824, 21.070
-181.374, 0.272, 8.853, 21.103
-181.373, -0.024, 8.882, 21.136
-181.371, -0.321, 8.911, 21.169
-181.369, -0.618, 8.940, 21.202
-181.368, -0.917, 8.969, 21.235
-181.366, -1.217, 8.998, 21.268
-181.365, -1.517, 9.027, 21.301
-181.363, -1.819, 9.057, 21.334
-181.362, -2.122, 9.086, 21.367
-181.360, -2.425, 9.116, 21.400
-181.358, -2.730, 9.146, 21.433
-181.357, -3.036, 9.176, 21.466
-181.355, -3.342, 9.205, 21.499
-181.354, -3.650, 9.235, 21.532
-181.352, -3.958, 9.266, 21.565
-181.351, -4.268, 9.296, 21.598
-181.349, -4.579, 9.326, 21.631
-181.348, -4.890, 9.357, 21.664
-181.346, -5.203, 9.387, 21.697
-181.344, -5.517, 9.418, 21.730
-181.343, -5.831, 9.448, 21.763
-181.341, -6.147, 9.479, 21.796
-181.340, -6.464, 9.510, 21.829
-181.338, -6.782, 9.541, 21.862
-181.337, -7.100, 9.573, 21.895
-181.335, -7.420, 9.604, 21.928
-181.333, -7.741, 9.635, 21.961
-181.332, -8.063, 9.667, 21.994
-181.330, -8.386, 9.698, 22.027
-181.329, -8.710, 9.730, 22.060
-181.327, -9.035, 9.762, 22.093
-181.326, -9.362, 9.794, 22.126
-181.324, -9.689, 9.826, 22.159
-181.322, -10.017, 9.858, 22.192
-181.321, -10.347, 9.890, 22.225
-181.319, -10.677, 9.923, 22.258
-181.318, -11.009, 9.955, 22.291
-181.316, -11.341, 9.988, 22.324
-181.314, -11.675, 10.020, 22.357
-181.313, -12.010, 10.053, 22.390
-181.311, -12.346, 10.086, 22.423
-181.310, -12.683, 10.119, 22.456
-181.308, -13.021, 10.152, 22.489
-181.306, -13.360, 10.185, 22.522
-181.305, -13.701, 10.218, 22.555
-181.303, -14.042, 10.252, 22.588
-181.302, -14.385, 10.285, 22.621
-181.300, -14.728, 10.319, 22.654
-181.298, -15.073, 10.353, 22.687
-181.297, -15.419, 10.387, 22.720
-181.295, -15.766, 10.421, 22.753
-181.293, -16.114, 10.455, 22.786
-181.292, -16.464, 10.489, 22.819
-181.290, -16.814, 10.524, 22.852
-181.288, -17.166, 10.558, 22.885
-181.287, -17.519, 10.593, 22.918
-181.285, -17.873, 10.628, 22.951
-181.283, -18.228, 10.663, 22.984
-181.282, -18.584, 10.698, 23.017
-181.280, -18.942, 10.733, 23.050
