-1.570797,-1.451420,0.000000,1.534826,0.016000
-1.570797,-1.451420,0.000005,1.534826,0.049000
-1.570797,-1.451420,0.000007,1.534826,0.082000
-1.570822,-1.451418,-0.012259,1.534826,0.115000
-1.570637,-1.451421,0.025806,1.534826,0.148000
-1.570463,-1.451428,0.022956,1.534826,0.181000
-1.570298,-1.451433,0.025478,1.534826,0.214000
-1.569328,-1.451453,0.118472,1.535821,0.247000
-1.567056,-1.451559,0.248664,1.535821,0.280000
-1.563384,-1.451732,0.367668,1.537811,0.313000
-1.557474,-1.452026,0.499241,1.538806,0.346000
-1.550101,-1.452421,0.555527,1.540797,0.379000
-1.540740,-1.452942,0.640698,1.542787,0.412000
-1.529161,-1.453612,0.718906,1.544777,0.445000
-1.516316,-1.454331,0.880046,1.547762,0.478000
-1.503139,-1.460878,1.022067,1.550747,0.511000
-1.490692,-1.461579,1.171949,1.554727,0.544000
-1.479734,-1.462209,1.290102,1.558707,0.577000
-1.470240,-1.462775,1.371150,1.563682,0.610000
-1.462052,-1.463283,1.422146,1.567663,0.643000
-1.455089,-1.463736,1.454721,1.572638,0.676000
-1.449256,-1.464136,1.471636,1.577613,0.709000
-1.444439,-1.464487,1.475422,1.582588,0.742000
-1.440523,-1.464794,1.468696,1.586568,0.775000
-1.437390,-1.465060,1.453962,1.591543,0.808000
-1.434928,-1.465290,1.433531,1.596519,0.841000
-1.433034,-1.465489,1.409494,1.601104,0.874000
-1.431618,-1.465660,1.383647,1.605084,0.907000
-1.430600,-1.465807,1.357478,1.610059,0.940000
-1.429912,-1.465933,1.332203,1.614039,0.973000
-1.429497,-1.466043,1.308798,1.618019,1.006000
-1.429309,-1.466135,1.287995,1.622000,1.039000
-1.429309,-1.466216,1.270341,1.626975,1.072000
-1.429466,-1.466283,1.256218,1.630955,1.105000
-1.429752,-1.466342,1.245859,1.634935,1.138000
-1.430147,-1.466392,1.239321,1.638915,1.171000
-1.430633,-1.466436,1.236514,1.642895,1.204000
-1.431197,-1.466473,1.237211,1.646876,1.237000
-1.431826,-1.471725,1.241075,1.650856,1.270000
-1.433059,-1.471724,1.246089,1.655831,1.303000
-1.434431,-1.471717,1.254784,1.659811,1.336000
-1.435789,-1.471708,1.265476,1.663791,1.369000
-1.437115,-1.471697,1.277452,1.667771,1.402000
-1.438405,-1.471688,1.290138,1.672746,1.435000
-1.439658,-1.471678,1.303046,1.676727,1.468000
-1.440873,-1.471667,1.315759,1.680707,1.501000
-1.442048,-1.471657,1.327908,1.685682,1.534000
-1.443183,-1.471647,1.339236,1.689662,1.567000
-1.444278,-1.471639,1.349573,1.694637,1.600000
-1.445331,-1.471631,1.358811,1.698617,1.633000
-1.446344,-1.471623,1.366924,1.703470,1.666000
-1.447314,-1.471614,1.373933,1.707450,1.699000
-1.448247,-1.471608,1.379909,1.712425,1.732000
-1.449140,-1.471601,1.384953,1.717401,1.765000
-1.449996,-1.471595,1.389215,1.721381,1.798000
-1.450815,-1.471591,1.392836,1.726356,1.831000
-1.451601,-1.471587,1.395956,1.731331,1.864000
-1.452353,-1.471582,1.398734,1.735311,1.897000
-1.453075,-1.471580,1.401306,1.740286,1.930000
-1.453767,-1.471575,1.403781,1.745262,1.963000
-1.454430,-1.471574,1.406284,1.749242,1.996000
-1.455067,-1.476543,1.408898,1.754217,2.029000
-1.456281,-1.476512,1.410285,1.759192,2.062000
-1.457548,-1.476479,1.413277,1.763172,2.095000
-1.458722,-1.476450,1.416743,1.768147,2.128000
-1.459794,-1.476422,1.420533,1.773123,2.161000
-1.460773,-1.476398,1.424632,1.778098,2.194000
-1.461668,-1.476376,1.429018,1.782078,2.227000
-1.462489,-1.476357,1.433650,1.787053,2.260000
-1.463242,-1.476341,1.438473,1.792028,2.293000
-1.463934,-1.476327,1.443460,1.797004,2.326000
-1.464573,-1.476314,1.448580,1.801125,2.359000
-1.465163,-1.476304,1.453789,1.806100,2.392000
-1.465710,-1.476293,1.459035,1.811075,2.425000
-1.466217,-1.476285,1.464299,1.816051,2.458000
-1.466688,-1.476278,1.469563,1.821026,2.491000
-1.467128,-1.476272,1.474811,1.826001,2.524000
-1.467538,-1.476266,1.480031,1.830976,2.557000
-1.467923,-1.476261,1.485214,1.835951,2.590000
-1.468282,-1.476258,1.490355,1.840927,2.623000
-1.468621,-1.476255,1.495451,1.845902,2.656000
-1.468940,-1.476253,1.500500,1.850877,2.689000
-1.469240,-1.480989,1.505505,1.855852,2.722000
-1.470143,-1.480959,1.509488,1.860827,2.755000
-1.471106,-1.480924,1.514401,1.865803,2.788000
-1.471976,-1.480895,1.519439,1.870778,2.821000
-1.472744,-1.480869,1.524489,1.875753,2.854000
-1.473421,-1.480847,1.529529,1.880728,2.887000
-1.474019,-1.480828,1.534551,1.885703,2.920000
-1.474546,-1.480810,1.539553,1.890678,2.953000
-1.475012,-1.480795,1.544532,1.895654,2.986000
-1.475426,-1.480783,1.549489,1.902026,3.019000
-1.475794,-1.480772,1.554450,1.906006,3.052000
-1.476122,-1.480762,1.559430,1.911976,3.085000
-1.476415,-1.480755,1.564413,1.916952,3.118000
-1.476678,-1.480749,1.569422,1.921927,3.151000
-1.476915,-1.480743,1.574447,1.926902,3.184000
-1.477129,-1.480739,1.579479,1.931877,3.217000
-1.477324,-1.480735,1.584513,1.937847,3.250000
-1.477500,-1.480733,1.589559,1.942823,3.283000
-1.477662,-1.480731,1.594634,1.947798,3.316000
-1.477811,-1.485235,1.599726,1.953768,3.349000
-1.478571,-1.485204,1.604067,1.958743,3.382000
-1.479396,-1.485171,1.609207,1.963718,3.415000
-1.480125,-1.485142,1.614490,1.969689,3.448000
-1.480750,-1.485116,1.619819,1.974664,3.481000
-1.481283,-1.485094,1.625179,1.980634,3.514000
-1.481738,-1.485075,1.630560,1.985609,3.547000
-1.482126,-1.485059,1.635958,1.991579,3.580000
-1.482457,-1.485045,1.641367,1.996555,3.613000
-1.482739,-1.485033,1.646785,2.001530,3.646000
-1.482980,-1.485024,1.652184,2.007165,3.679000
-1.483186,-1.485015,1.657558,2.013135,3.712000
-1.483362,-1.485008,1.662925,2.018110,3.745000
-1.483514,-1.485003,1.668288,2.024080,3.778000
-1.483645,-1.484998,1.673644,2.030050,3.811000
-1.483758,-1.484993,1.679017,2.035026,3.844000
-1.483855,-1.484990,1.684407,2.040996,3.877000
-1.483940,-1.484987,1.689805,2.045971,3.910000
-1.484013,-1.484985,1.695211,2.051941,3.943000
-1.484078,-1.489282,1.700617,2.057911,3.976000
-1.484766,-1.489250,1.705396,2.062887,4.009000
-1.485520,-1.489217,1.710834,2.068857,4.042000
-1.486173,-1.489189,1.716390,2.074827,4.075000
-1.486719,-1.489162,1.721989,2.080797,4.108000
-1.487171,-1.489141,1.727622,2.085773,4.141000
-1.487545,-1.489123,1.733271,2.091743,4.174000
-1.487853,-1.489108,1.738916,2.097713,4.207000
-1.488106,-1.489095,1.744564,2.102688,4.240000
-1.488313,-1.489084,1.750204,2.109572,4.273000
-1.488482,-1.489075,1.755838,2.115542,4.306000
-1.488620,-1.489068,1.761500,2.120517,4.339000
-1.488732,-1.489062,1.767172,2.126488,4.372000
-1.488823,-1.489056,1.772834,2.132458,4.405000
-1.488896,-1.489051,1.778494,2.138428,4.438000
-1.488955,-1.489047,1.784160,2.144398,4.471000
-1.489002,-1.489045,1.789839,2.150369,4.504000
-1.489039,-1.493130,1.795533,2.156339,4.537000
-1.489698,-1.493097,1.800675,2.162309,4.570000
-1.490421,-1.493063,1.806404,2.168279,4.603000
-1.491037,-1.493034,1.812257,2.174249,4.636000
-1.491541,-1.493010,1.818142,2.180220,4.669000
-1.491948,-1.492988,1.824041,2.186190,4.702000
-1.492276,-1.492971,1.829944,2.192160,4.735000
-1.492538,-1.492955,1.835847,2.199125,4.768000
-1.492746,-1.492943,1.841764,2.204101,4.801000
-1.492910,-1.492932,1.847693,2.211235,4.834000
-1.493038,-1.492924,1.853623,2.217206,4.867000
-1.493138,-1.492917,1.859577,2.223176,4.900000
-1.493215,-1.492911,1.865545,2.229146,4.933000
-1.493272,-1.492906,1.871514,2.236111,4.966000
-1.493314,-1.492902,1.877495,2.242081,4.999000
-1.493344,-1.492899,1.883506,2.248052,5.032000
-1.493364,-1.492896,1.889527,2.254022,5.065000
-1.493376,-1.496791,1.895546,2.260987,5.098000
-1.494014,-1.496758,1.901063,2.266957,5.131000
-1.494713,-1.496725,1.907110,2.272928,5.164000
-1.495302,-1.496696,1.913254,2.279893,5.197000
-1.495773,-1.496672,1.919420,2.285863,5.230000
-1.496146,-1.496652,1.925603,2.292828,5.263000
-1.496439,-1.496634,1.931799,2.298799,5.296000
-1.496666,-1.496620,1.938013,2.305764,5.329000
-1.496841,-1.496609,1.944240,2.312151,5.362000
-1.496973,-1.496599,1.950489,2.318121,5.395000
-1.497073,-1.496591,1.956746,2.325086,5.428000
-1.497146,-1.496584,1.963004,2.331057,5.461000
-1.497198,-1.496579,1.969267,2.338022,5.494000
-1.497233,-1.496574,1.975530,2.343992,5.527000
-1.497255,-1.496571,1.981795,2.350957,5.560000
-1.497267,-1.496566,1.988058,2.357923,5.593000
-1.497271,-1.500278,1.994344,2.363893,5.626000
-1.497899,-1.500246,2.000190,2.370858,5.659000
-1.498586,-1.500212,2.006511,2.377823,5.692000
-1.499156,-1.500183,2.012940,2.383794,5.725000
-1.499604,-1.500159,2.019400,2.390759,5.758000
-1.499951,-1.500139,2.025860,2.397724,5.791000
-1.500218,-1.500123,2.032334,2.404689,5.824000
-1.500418,-1.500109,2.038832,2.411321,5.857000
-1.500568,-1.500098,2.045353,2.418286,5.890000
-1.500678,-1.500089,2.051893,2.425251,5.923000
-1.500757,-1.500081,2.058459,2.431221,5.956000
-1.500811,-1.500075,2.065028,2.438187,5.989000
-1.500846,-1.500070,2.071581,2.445152,6.022000
-1.500867,-1.500066,2.078128,2.452117,6.055000
-1.500876,-1.500062,2.084681,2.459083,6.088000
-1.500877,-1.503594,2.091246,2.466048,6.121000
-1.501497,-1.503562,2.097411,2.473013,6.154000
-1.502173,-1.503528,2.104036,2.479978,6.187000
-1.502726,-1.503499,2.110744,2.486944,6.220000
-1.503154,-1.503475,2.117479,2.493909,6.253000
-1.503478,-1.503457,2.124227,2.500874,6.286000
-1.503721,-1.503443,2.130981,2.508834,6.319000
-1.503900,-1.503430,2.137762,2.515707,6.352000
-1.504030,-1.503420,2.144589,2.522672,6.385000
-1.504122,-1.503411,2.151439,2.529637,6.418000
-1.504184,-1.503404,2.158301,2.536602,6.451000
