The Input Data to the Controller and Out From Carla
x, y, yaw,v,t
-210.202316,-620.985718,-1.606094,17.234083,59.251000
-210.223785,-621.559143,-1.605504,17.207537,59.284000
-210.243790,-622.131714,-1.604483,17.180761,59.317000
-210.261658,-622.703430,-1.602434,17.153389,59.350000
-210.279022,-623.274231,-1.600247,17.126305,59.383000
-210.295410,-623.844177,-1.598015,17.099007,59.416000
-210.312088,-624.413208,-1.596555,17.071592,59.449000
-210.327866,-624.981323,-1.595391,17.043898,59.482000
-210.343475,-625.548523,-1.594730,17.015976,59.515000
-210.357437,-626.114868,-1.593685,16.987740,59.548000
-210.370682,-626.680237,-1.592497,16.959379,59.581000
-210.382202,-627.244690,-1.590650,16.930645,59.614000
-210.391357,-627.808167,-1.587696,16.901382,59.647000
-210.400253,-628.370667,-1.584911,16.872868,59.680000
-210.408234,-628.932312,-1.582378,16.844378,59.713000
-210.416641,-629.492981,-1.580931,16.816027,59.746000
-210.423782,-630.052734,-1.579734,16.787767,59.779000
-210.430496,-630.611572,-1.578929,16.759647,59.812000
-210.435028,-631.169373,-1.577436,16.731365,59.845000
-210.438644,-631.726440,-1.575664,16.703579,59.878000
-210.440155,-632.282471,-1.573099,16.675581,59.911000
-210.441284,-632.837585,-1.570699,16.648376,59.944000
-210.440720,-633.391846,-1.568032,16.621189,59.977000
-210.437424,-633.945190,-1.564416,16.593571,60.010000
-210.433914,-634.497620,-1.561279,16.567179,60.043000
-210.428848,-635.049133,-1.558272,16.540787,60.076000
-210.423965,-635.599854,-1.556319,16.514753,60.109000
-210.416931,-636.149597,-1.554262,16.488581,60.142000
-210.409271,-636.698486,-1.552546,16.462706,60.175000
-210.398712,-637.246399,-1.549904,16.435884,60.208000
-210.387131,-637.793457,-1.547120,16.410028,60.241000
-210.372620,-638.339539,-1.543384,16.383055,60.274000
-210.357635,-638.884766,-1.539989,16.357347,60.307000
-210.339905,-639.428955,-1.536052,16.330673,60.340000
-210.321869,-639.972351,-1.532831,16.304985,60.373000
-210.300735,-640.514709,-1.529036,16.278034,60.406000
-210.274719,-641.055786,-1.523243,16.248095,60.439000
-210.247665,-641.596008,-1.517550,16.222218,60.472000
-210.218048,-642.135132,-1.511800,16.195669,60.505000
-210.188980,-642.673523,-1.507916,16.170036,60.538000
-210.157532,-643.210938,-1.504623,16.144238,60.571000
-210.125763,-643.747498,-1.502575,16.118706,60.604000
-210.090408,-644.282898,-1.499860,16.091993,60.637000
-210.053528,-644.817261,-1.497020,16.066322,60.670000
-210.012939,-645.350464,-1.492920,16.038656,60.703000
-209.971344,-645.882751,-1.488891,16.013079,60.736000
-209.926788,-646.413940,-1.484280,15.986451,60.769000
-209.882111,-646.944214,-1.480636,15.961166,60.802000
-209.834839,-647.473450,-1.476949,15.935190,60.835000
-209.787277,-648.001770,-1.474245,15.909843,60.868000
-209.736755,-648.528992,-1.471125,15.883585,60.901000
-209.685425,-649.055237,-1.468395,15.858124,60.934000
-209.630936,-649.580261,-1.464858,15.831413,60.967000
-209.575699,-650.104370,-1.461599,15.805963,61.000000
-209.517548,-650.627258,-1.457699,15.779463,61.033000
-209.455368,-651.148743,-1.452227,15.751345,61.066000
-209.392807,-651.669312,-1.447314,15.726218,61.099000
-209.328354,-652.188782,-1.442752,15.700712,61.132000
-209.264511,-652.707520,-1.439967,15.675508,61.165000
-209.198410,-653.225159,-1.437527,15.650204,61.198000
-209.131760,-653.741943,-1.435840,15.625118,61.231000
-209.061829,-654.257324,-1.433236,15.598773,61.264000
-208.990646,-654.771667,-1.430387,15.573571,61.297000
-208.916336,-655.284668,-1.426415,15.546892,61.330000
-208.841537,-655.796875,-1.422728,15.521944,61.363000
-208.764297,-656.307739,-1.418662,15.496231,61.396000
-208.687119,-656.817810,-1.415574,15.471447,61.429000
-208.607574,-657.326538,-1.412350,15.445972,61.462000
-208.527802,-657.834595,-1.409887,15.421064,61.495000
-208.445129,-658.341187,-1.406802,15.395064,61.528000
-208.361816,-658.846802,-1.403976,15.370007,61.561000
-208.275604,-659.351074,-1.400319,15.343674,61.594000
-208.188904,-659.854492,-1.397029,15.318631,61.627000
-208.099564,-660.356445,-1.393171,15.292543,61.660000
-208.010071,-660.857544,-1.390007,15.267561,61.693000
-207.917999,-661.357300,-1.386437,15.241614,61.726000
-207.825714,-661.856323,-1.383549,15.216598,61.759000
-207.730682,-662.353760,-1.380098,15.190540,61.792000
-207.635223,-662.850281,-1.377127,15.165589,61.825000
-207.536896,-663.345398,-1.373427,15.139446,61.858000
-207.438141,-663.839539,-1.370166,15.114738,61.891000
-207.336563,-664.332275,-1.366242,15.088918,61.924000
-207.234741,-664.824097,-1.362922,15.064578,61.957000
-207.130157,-665.314514,-1.359052,15.039193,61.990000
-207.025330,-665.803955,-1.355840,15.015199,62.023000
-206.917648,-666.292114,-1.352036,14.990063,62.056000
-206.809677,-666.779297,-1.348811,14.966365,62.089000
-206.698685,-667.264893,-1.344866,14.941302,62.122000
-206.587341,-667.749756,-1.341431,14.917884,62.155000
-206.472961,-668.232971,-1.337278,14.893036,62.188000
-206.358292,-668.715210,-1.333727,14.869884,62.221000
-206.240662,-669.195984,-1.329531,14.845256,62.254000
-206.122803,-669.675903,-1.326005,14.822246,62.287000
-206.001907,-670.154297,-1.321825,14.797649,62.320000
-205.880722,-670.631775,-1.318280,14.774680,62.353000
-205.756317,-671.107544,-1.313977,14.749861,62.386000
-205.631592,-671.582458,-1.310245,14.726872,62.419000
-205.503662,-672.055603,-1.305738,14.701935,62.452000
-205.375412,-672.527893,-1.301870,14.678945,62.485000
-205.243958,-672.998474,-1.297278,14.653981,62.518000
-205.112259,-673.468201,-1.293391,14.630961,62.551000
-204.977234,-673.935974,-1.288735,14.605785,62.584000
-204.841873,-674.403015,-1.284736,14.582728,62.617000
-204.703125,-674.868103,-1.279925,14.557397,62.650000
-204.564056,-675.332275,-1.275784,14.534369,62.683000
-204.421555,-675.794495,-1.270836,14.509008,62.716000
-204.278763,-676.255859,-1.266608,14.486076,62.749000
-204.132523,-676.715210,-1.261580,14.460752,62.782000
-203.985947,-677.173706,-1.257289,14.437966,62.815000
-203.835800,-677.630249,-1.252127,14.412532,62.848000
-203.685272,-678.085754,-1.247657,14.389935,62.881000
-203.531067,-678.539124,-1.242288,14.364559,62.914000
-203.376541,-678.991638,-1.237662,14.342251,62.947000
-203.218338,-679.441956,-1.232164,14.317062,62.980000
-203.059799,-679.891418,-1.227464,14.295032,63.013000
-202.897430,-680.338562,-1.221841,14.269814,63.046000
-202.734695,-680.784851,-1.216979,14.248020,63.079000
-202.568085,-681.228821,-1.211157,14.222823,63.112000
-202.401093,-681.671753,-1.206128,14.201296,63.145000
-202.236130,-682.114807,-1.203977,14.178589,63.178000
-202.067139,-682.555542,-1.201105,14.154469,63.211000
-201.896362,-682.994690,-1.197722,14.132505,63.244000
-201.721054,-683.431030,-1.192124,14.104621,63.277000
-201.543762,-683.865601,-1.185576,14.082479,63.310000
-201.362122,-684.297485,-1.177225,14.055347,63.343000
-201.180618,-684.728638,-1.169975,14.035392,63.376000
-200.995575,-685.157593,-1.162482,14.012070,63.409000
-200.811127,-685.585999,-1.157007,13.991931,63.442000
-200.622696,-686.011841,-1.151156,13.968436,63.475000
-200.433823,-686.436768,-1.146387,13.948213,63.508000
-200.240692,-686.858887,-1.140551,13.923233,63.541000
-200.046097,-687.279419,-1.134737,13.902550,63.574000
-199.846970,-687.696960,-1.127353,13.875851,63.607000
-199.646942,-688.113159,-1.120416,13.855576,63.640000
-199.442581,-688.526306,-1.112325,13.829603,63.673000
-199.237991,-688.938660,-1.105481,13.809795,63.706000
-199.036057,-689.351624,-1.102530,13.787098,63.739000
-198.829544,-689.761475,-1.099053,13.763242,63.772000
-198.621109,-690.169373,-1.095156,13.742320,63.805000
-198.407990,-690.573792,-1.088993,13.713480,63.838000
-198.191895,-690.975708,-1.081173,13.690766,63.871000
-197.970764,-691.373657,-1.070879,13.660110,63.904000
-197.749130,-691.770447,-1.061309,13.641517,63.937000
-197.523392,-692.164124,-1.051187,13.617236,63.970000
-197.298431,-692.557617,-1.043629,13.599058,64.003000
-197.069687,-692.948120,-1.036302,13.576928,64.036000
-196.840347,-693.337463,-1.030532,13.558581,64.069000
-196.606644,-693.723450,-1.023917,13.533946,64.102000
-196.370712,-694.107117,-1.016995,13.514532,64.135000
-196.129990,-694.486633,-1.008241,13.486406,64.168000
-195.887619,-694.864258,-0.999424,13.467394,64.201000
-195.647614,-695.242981,-0.994313,13.447495,64.234000
-195.402969,-695.617615,-0.988635,13.423305,64.267000
-195.156845,-695.990540,-0.983196,13.404273,64.300000
-194.906342,-696.359375,-0.976045,13.377120,64.333000
-194.652863,-696.725220,-0.967538,13.355575,64.366000
-194.394424,-697.086243,-0.956619,13.324022,64.399000
-194.134827,-697.445435,-0.946005,13.305764,64.432000
-193.870773,-697.800476,-0.934379,13.279149,64.465000
-193.607086,-698.155090,-0.925075,13.262339,64.498000
-193.339447,-698.505859,-0.915877,13.239045,64.531000
-193.071320,-698.855530,-0.908492,13.221590,64.564000
-192.805557,-699.206421,-0.905582,13.200088,64.597000
-192.535126,-699.552551,-0.901886,13.175573,64.630000
-192.261368,-699.895081,-0.896393,13.154503,64.663000
-191.983109,-700.232544,-0.887959,13.123269,64.696000
-191.701385,-700.565857,-0.877160,13.099136,64.729000
-191.414764,-700.893372,-0.863441,13.064368,64.762000
-191.127106,-701.219116,-0.850254,13.048874,64.795000
-190.835526,-701.540283,-0.836717,13.025310,64.828000
-190.544861,-701.861938,-0.826635,13.010858,64.861000
-190.250290,-702.179077,-0.817115,12.990200,64.894000
-189.955872,-702.495789,-0.810318,12.975026,64.927000
-189.663574,-702.813965,-0.808282,12.955171,64.960000
-189.367020,-703.127014,-0.805513,12.932687,64.993000
-189.066757,-703.435364,-0.800140,12.911694,65.026000
-188.762314,-703.737976,-0.791307,12.879786,65.059000
-188.454315,-704.035400,-0.779429,12.853690,65.092000
-188.141739,-704.326050,-0.764212,12.816600,65.125000
-187.827805,-704.614441,-0.749122,12.802470,65.158000
-187.510605,-704.898132,-0.734018,12.780843,65.191000
-187.194305,-705.182434,-0.722812,12.768097,65.224000
-186.874924,-705.462585,-0.713007,12.750283,65.257000
-186.556030,-705.742737,-0.706672,12.735414,65.290000
-186.239258,-706.024780,-0.705519,12.714931,65.323000
-185.918808,-706.301331,-0.703726,12.693635,65.356000
-185.594589,-706.571960,-0.698601,12.670215,65.389000
-185.266617,-706.836060,-0.689454,12.635570,65.422000
-184.935425,-707.094116,-0.676716,12.606153,65.455000
-184.600266,-707.344727,-0.660318,12.566189,65.488000
-184.263824,-707.592468,-0.643796,12.552369,65.521000
-183.924805,-707.835693,-0.627669,12.532734,65.554000
-183.586731,-708.079895,-0.615892,12.520780,65.587000
-183.246368,-708.320129,-0.606231,12.505261,65.620000
-182.906616,-708.560913,-0.600517,12.490560,65.653000
-182.568817,-708.803833,-0.600156,12.470163,65.686000
-182.227966,-709.040833,-0.599115,12.450282,65.719000
-181.883820,-709.271301,-0.594365,12.426287,65.752000
-181.536621,-709.494995,-0.585284,12.391054,65.785000
-181.186752,-709.711914,-0.572315,12.360571,65.818000
-180.833725,-709.920898,-0.555468,12.319139,65.851000
-180.479462,-710.126404,-0.538094,12.305385,65.884000
-180.122986,-710.326782,-0.520798,12.285106,65.917000
-179.767120,-710.527954,-0.507683,12.275553,65.950000
-179.409317,-710.724854,-0.496714,12.260721,65.983000
-179.052185,-710.922485,-0.490058,12.247211,66.016000
-178.696808,-711.122742,-0.489208,12.227096,66.049000
-178.339142,-711.317383,-0.488212,12.209657,66.082000
-177.978653,-711.504517,-0.483362,12.185062,66.115000
-177.615814,-711.684204,-0.473992,12.149137,66.148000
-177.250793,-711.856079,-0.460165,12.113314,66.181000
-176.883514,-712.019043,-0.442008,12.066169,66.214000
-176.514954,-712.176697,-0.422291,12.049262,66.247000
-176.144547,-712.328186,-0.402138,12.027951,66.280000
-175.774384,-712.480286,-0.386038,12.022966,66.313000
-175.405869,-712.636414,-0.377931,12.005930,66.346000
-175.036575,-712.790161,-0.374096,11.997733,66.379000
-174.667343,-712.943604,-0.373702,11.987573,66.412000
-174.296036,-713.089844,-0.371366,11.968101,66.445000
-173.922745,-713.227661,-0.364245,11.939708,66.478000
-173.547989,-713.356995,-0.352136,11.900039,66.511000
-173.172012,-713.478638,-0.335924,11.869107,66.544000
-172.796051,-713.599365,-0.320622,11.864172,66.577000
-172.418869,-713.714600,-0.305633,11.846856,66.610000
-172.041733,-713.829773,-0.293737,11.840904,66.643000
-171.663528,-713.940063,-0.283093,11.825906,66.676000
-171.285080,-714.048340,-0.274312,11.815941,66.709000
-170.905563,-714.150391,-0.264970,11.795003,66.742000
-170.525406,-714.247192,-0.254594,11.777135,66.775000
-170.144485,-714.336365,-0.241944,11.745619,66.808000
-169.763428,-714.421448,-0.228626,11.727073,66.841000
-169.383301,-714.509216,-0.219656,11.710892,66.874000
-169.002533,-714.590210,-0.210773,11.684732,66.907000
-168.621948,-714.669189,-0.202927,11.666732,66.940000
-168.241058,-714.742004,-0.194043,11.638826,66.973000
-167.860107,-714.809204,-0.183577,11.613961,67.006000
-167.479156,-714.868896,-0.170487,11.576796,67.039000
-167.098480,-714.924683,-0.156853,11.556049,67.072000
-166.718613,-714.983582,-0.147736,11.538388,67.105000
-166.338608,-715.036133,-0.138939,11.513054,67.138000
-165.958984,-715.087158,-0.131586,11.496346,67.171000
-165.579376,-715.132324,-0.123392,11.471396,67.204000
-165.200012,-715.172180,-0.113652,11.449961,67.237000
-164.821228,-715.213684,-0.106581,11.434957,67.270000
-164.442612,-715.250244,-0.099468,11.413764,67.303000
-164.064270,-715.281555,-0.090858,11.393966,67.336000
-163.686401,-715.305603,-0.079499,11.364001,67.369000
-163.308945,-715.325134,-0.066663,11.349266,67.402000
-162.931946,-715.337219,-0.051568,11.326089,67.435000
-162.554855,-715.347778,-0.037570,11.332268,67.468000
-162.177460,-715.352966,-0.023806,11.335521,67.501000
-161.799240,-715.358704,-0.013369,11.358475,67.534000
-161.420059,-715.359680,-0.004008,11.382999,67.567000
-161.039520,-715.359436,0.003504,11.423261,67.600000
-160.657410,-715.361938,0.006559,11.463527,67.633000
-160.274017,-715.357788,0.010619,11.503503,67.666000
-159.889191,-715.348206,0.017157,11.556682,67.699000
-159.503159,-715.331848,0.026917,11.599313,67.732000
-159.115616,-715.310364,0.039028,11.659680,67.765000
-158.726990,-715.281372,0.053931,11.707246,67.798000
-158.336044,-715.250549,0.068120,11.787580,67.831000
-157.943176,-715.214355,0.082115,11.857442,67.864000
-157.547455,-715.179199,0.092396,11.937358,67.897000
-157.148758,-715.147583,0.096442,12.005934,67.930000
-156.747772,-715.111572,0.098960,12.088191,67.963000
-156.344345,-715.072266,0.101612,12.172744,67.996000
-155.939194,-715.027161,0.106391,12.241708,68.029000
-155.533035,-714.975220,0.114816,12.302510,68.062000
-155.126587,-714.915283,0.127400,12.344800,68.095000
-154.718964,-714.850586,0.141809,12.410768,68.128000
-154.310867,-714.778992,0.158139,12.459139,68.161000
-153.900681,-714.706909,0.172029,12.524889,68.194000
-153.489120,-714.630981,0.183914,12.581525,68.227000
-153.075394,-714.556641,0.191075,12.630041,68.260000
-152.659470,-714.485596,0.192014,12.666721,68.293000
-152.243164,-714.409180,0.192445,12.709657,68.326000
-151.826797,-714.326965,0.195362,12.748823,68.359000
-151.411011,-714.238098,0.201861,12.772157,68.392000
-150.996185,-714.142456,0.212288,12.793969,68.425000
-150.583023,-714.038940,0.226810,12.801995,68.458000
-150.169769,-713.931885,0.242190,12.839641,68.491000
-149.756821,-713.819336,0.257897,12.869817,68.524000
-149.342117,-713.707703,0.269700,12.909245,68.557000
-148.926865,-713.592468,0.279007,12.950309,68.590000
-148.509781,-713.477966,0.284067,12.989948,68.623000
-148.093399,-713.356445,0.289540,13.026999,68.656000
-147.676407,-713.231628,0.295212,13.076234,68.689000
-147.260025,-713.100403,0.302774,13.113352,68.722000
-146.843765,-712.964355,0.311979,13.159883,68.755000
-146.425385,-712.829041,0.318721,13.209806,68.788000
-146.007187,-712.688660,0.325553,13.249260,68.821000
-145.588928,-712.544434,0.332708,13.289315,68.854000
-145.172226,-712.394043,0.341822,13.307684,68.887000
-144.756271,-712.239807,0.351748,13.328999,68.920000
-144.342728,-712.079285,0.363599,13.326858,68.953000
-143.929688,-711.917480,0.374375,13.329181,68.986000
-143.519394,-711.750305,0.385710,13.310680,69.019000
-143.109726,-711.583191,0.394681,13.290379,69.052000
-142.703278,-711.411316,0.403622,13.253850,69.085000
-142.298676,-711.238342,0.411192,13.214182,69.118000
-141.898071,-711.060547,0.419568,13.161305,69.151000
-141.500443,-710.880554,0.427996,13.108172,69.184000
-141.107544,-710.695190,0.438086,13.044106,69.217000
-140.717560,-710.508423,0.448041,12.986599,69.250000
-140.327789,-710.324829,0.453728,12.929842,69.283000
-139.942642,-710.136230,0.459832,12.870289,69.316000
-139.560287,-709.945862,0.465892,12.817919,69.349000
-139.182327,-709.750854,0.473713,12.763485,69.382000
-138.808060,-709.552185,0.483217,12.718628,69.415000
-138.438721,-709.347778,0.495412,12.669385,69.448000
-138.071564,-709.141602,0.507601,12.642423,69.481000
-137.708527,-708.930237,0.520956,12.612494,69.514000
-137.345871,-708.718750,0.531984,12.602674,69.547000
-136.986313,-708.502502,0.542620,12.590695,69.580000
-136.627029,-708.285706,0.550873,12.591840,69.613000
-136.265869,-708.071472,0.553937,12.590521,69.646000
-135.908188,-707.851624,0.557416,12.591136,69.679000
-135.553391,-707.627075,0.563029,12.597976,69.712000
-135.202438,-707.396851,0.571754,12.593776,69.745000
-134.855179,-707.161377,0.583516,12.594576,69.778000
-134.512970,-706.919617,0.598725,12.580580,69.811000
-134.172882,-706.674622,0.614502,12.590987,69.844000
-133.836685,-706.424438,0.631003,12.587617,69.877000
-133.500092,-706.174194,0.644244,12.596373,69.910000
-133.160233,-705.928101,0.649816,12.584415,69.943000
-132.822952,-705.678833,0.652800,12.582661,69.976000
-132.488266,-705.426208,0.655700,12.578105,70.009000
-132.157745,-705.169312,0.660590,12.561123,70.042000
-131.833282,-704.906616,0.669685,12.529575,70.075000
-131.515717,-704.638245,0.683462,12.483560,70.108000
-131.203674,-704.365601,0.700393,12.451086,70.141000
-130.898575,-704.087463,0.720346,12.406527,70.174000
-130.595764,-703.808044,0.739230,12.389401,70.207000
-130.289551,-703.532654,0.750470,12.362454,70.240000
-129.985138,-703.256104,0.756974,12.342287,70.273000
-129.680695,-702.980225,0.758906,12.319470,70.306000
-129.382050,-702.699524,0.761878,12.292241,70.339000
-129.089828,-702.413879,0.768657,12.261912,70.372000
-128.804321,-702.123657,0.779723,12.221619,70.405000
-128.524963,-701.829224,0.794441,12.189960,70.438000
-128.253082,-701.529724,0.812791,12.148341,70.471000
-127.984695,-701.228088,0.831549,12.138253,70.504000
-127.712906,-700.929260,0.843957,12.129352,70.537000
-127.443024,-700.628723,0.852358,12.124827,70.570000
-127.172302,-700.328796,0.856029,12.117932,70.603000
-126.907417,-700.024292,0.860424,12.105910,70.636000
-126.647896,-699.715820,0.867467,12.096983,70.669000
-126.394539,-699.403259,0.877889,12.076045,70.702000
-126.146706,-699.087158,0.891226,12.062036,70.735000
-125.898087,-698.771606,0.902320,12.062750,70.768000
-125.653770,-698.453125,0.913119,12.052175,70.801000
-125.411034,-698.133484,0.922484,12.048454,70.834000
-125.173676,-697.810425,0.932601,12.032006,70.867000
-124.939713,-697.485596,0.942952,12.021669,70.900000
-124.711967,-697.157349,0.955020,11.996779,70.933000
-124.487144,-696.827637,0.967002,11.983317,70.966000
-124.268646,-696.494812,0.980334,11.955113,70.999000
-124.051636,-696.161682,0.992189,11.940815,71.032000
-123.840233,-695.825989,1.004240,11.914163,71.065000
-123.629684,-695.490295,1.014054,11.896991,71.098000
-123.416336,-695.157043,1.018298,11.871918,71.131000
-123.208893,-694.820984,1.022564,11.845113,71.164000
-123.006012,-694.483337,1.028274,11.821590,71.197000
-122.809273,-694.143372,1.036648,11.788253,71.230000
-122.618027,-693.801392,1.047584,11.760002,71.263000
-122.434135,-693.457031,1.061666,11.720498,71.296000
-122.252869,-693.112183,1.075751,11.703922,71.329000
-122.077171,-692.765137,1.090374,11.681141,71.362000
-121.900635,-692.418762,1.101619,11.676147,71.395000
-121.727806,-692.070435,1.111265,11.673350,71.428000
-121.554405,-691.721924,1.117669,11.682580,71.461000
-121.378052,-691.374146,1.119108,11.695479,71.494000
-121.207031,-691.022949,1.121300,11.716097,71.527000
-121.040649,-690.668640,1.126225,11.748143,71.560000
-120.879890,-690.310791,1.134667,11.773568,71.593000
-120.723602,-689.949768,1.145964,11.815259,71.626000
-120.573601,-689.584839,1.160379,11.848615,71.659000
-120.424072,-689.217590,1.174062,11.915109,71.692000
-120.277725,-688.846802,1.187147,11.976232,71.725000
-120.128784,-688.474426,1.196146,12.043243,71.758000
-119.975395,-688.101318,1.198949,12.102378,71.791000
-119.824791,-687.724487,1.200398,12.179087,71.824000
-119.676163,-687.344116,1.202311,12.260704,71.857000
-119.531738,-686.959595,1.206627,12.331157,71.890000
-119.392410,-686.570923,1.214489,12.400998,71.923000
-119.259460,-686.178101,1.226352,12.456942,71.956000
-119.128532,-685.781860,1.239237,12.541699,71.989000
-119.001900,-685.381775,1.253089,12.614597,72.022000
-118.873238,-684.979431,1.263736,12.694772,72.055000
-118.739258,-684.576477,1.267735,12.753684,72.088000
-118.607918,-684.170044,1.269789,12.828648,72.121000
-118.477196,-683.760864,1.270755,12.899728,72.154000
-118.352730,-683.348083,1.274602,12.946185,72.187000
-118.232780,-682.932556,1.281496,12.997861,72.220000
-118.119034,-682.514038,1.291914,13.030536,72.253000
-118.007446,-682.093506,1.303156,13.080037,72.286000
-117.900436,-681.670471,1.315352,13.116596,72.319000
-117.791611,-681.246399,1.324404,13.156853,72.352000
-117.685944,-680.820190,1.332122,13.192616,72.385000
-117.579124,-680.393005,1.336704,13.225484,72.418000
-117.477470,-679.963745,1.341728,13.252572,72.451000
-117.377159,-679.532959,1.346302,13.285454,72.484000
-117.275146,-679.101440,1.348359,13.315606,72.517000
-117.179024,-678.667786,1.352206,13.337653,72.550000
-117.085800,-678.232544,1.357426,13.369360,72.583000
-116.998138,-677.795471,1.365238,13.391103,72.616000
-116.912514,-677.356812,1.373704,13.428494,72.649000
-116.831596,-676.916077,1.383454,13.460350,72.682000
-116.749733,-676.474060,1.391120,13.503730,72.715000
-116.671387,-676.029968,1.398333,13.546762,72.748000
-116.592201,-675.584290,1.403131,13.594964,72.781000
-116.517471,-675.136169,1.408292,13.641969,72.814000
-116.443466,-674.686096,1.412659,13.697874,72.847000
-116.374115,-674.233643,1.418262,13.747224,72.880000
-116.306358,-673.778992,1.423968,13.807160,72.913000
-116.243431,-673.321838,1.431208,13.858688,72.946000
-116.180908,-672.862671,1.437655,13.921519,72.979000
-116.122406,-672.401001,1.444682,13.978075,73.012000
-116.063637,-671.937195,1.450120,14.040519,73.045000
-116.002159,-671.471802,1.451909,14.097019,73.078000
-115.944725,-671.003906,1.453922,14.154807,73.111000
-115.889244,-670.533813,1.456361,14.215325,73.144000
-115.838715,-670.061462,1.461056,14.263767,73.177000
-115.790955,-669.587158,1.467192,14.319462,73.210000
-115.747925,-669.110901,1.475302,14.365754,73.243000
-115.704910,-668.632690,1.482459,14.420751,73.276000
-115.664948,-668.152710,1.489415,14.470373,73.309000
-115.624054,-667.671021,1.494032,14.519501,73.342000
-115.586510,-667.187500,1.498360,14.566326,73.375000
-115.549355,-666.702148,1.501455,14.614328,73.408000
-115.516685,-666.215271,1.505627,14.655367,73.441000
-115.485474,-665.726807,1.509837,14.701683,73.474000
-115.458710,-665.236694,1.515476,14.740393,73.507000
-115.432732,-664.745056,1.520703,14.786078,73.540000
-115.410469,-664.251831,1.526583,14.826852,73.573000
-115.388214,-663.757080,1.531199,14.872210,73.606000
-115.369217,-663.260742,1.535927,14.915303,73.639000
-115.350410,-662.762817,1.539421,14.961838,73.672000
-115.335281,-662.263367,1.543450,15.005751,73.705000
-115.320976,-661.762146,1.546929,15.054747,73.738000
-115.310547,-661.259338,1.551366,15.099872,73.771000
-115.300957,-660.754883,1.555402,15.151248,73.804000
-115.294952,-660.248840,1.560202,15.199347,73.837000
-115.289360,-659.740906,1.564225,15.252925,73.870000
-115.287048,-659.231323,1.568675,15.304155,73.903000
-115.285095,-658.719727,1.572204,15.359608,73.936000
-115.286453,-658.206543,1.576191,15.412642,73.969000
-115.288437,-657.691406,1.579490,15.469729,74.002000
-115.293839,-657.174377,1.583446,15.523552,74.035000
-115.299965,-656.655518,1.586882,15.581538,74.068000
-115.309418,-656.134888,1.590973,15.635948,74.101000
-115.319496,-655.612305,1.594453,15.693997,74.134000
-115.332726,-655.088074,1.598438,15.748664,74.167000
-115.346481,-654.561829,1.601707,15.806149,74.200000
-115.363335,-654.033875,1.605429,15.860326,74.233000
-115.380791,-653.504089,1.608499,15.916893,74.266000
-115.401344,-652.972656,1.612091,15.969935,74.299000
-115.426407,-652.439819,1.617382,16.019115,74.332000
-115.452324,-651.905151,1.622363,16.074251,74.365000
-115.480415,-651.368896,1.627117,16.127359,74.398000
-115.508064,-650.830750,1.630089,16.180077,74.431000
-115.537849,-650.290955,1.632490,16.233149,74.464000
-115.568199,-649.749390,1.633922,16.286581,74.497000
-115.601814,-649.206299,1.636060,16.337223,74.530000
-115.636940,-648.661560,1.638436,16.390577,74.563000
-115.675377,-648.115417,1.641944,16.440384,74.596000
-115.714760,-647.567505,1.645363,16.494125,74.629000
-115.756569,-647.018005,1.649106,16.546133,74.662000
-115.798523,-646.466797,1.651889,16.599888,74.695000
-115.842598,-645.913879,1.654549,16.653269,74.728000
-115.890213,-645.359619,1.658225,16.704824,74.761000
-115.938652,-644.803589,1.661559,16.760271,74.794000
-115.989136,-644.245850,1.664866,16.815058,74.827000
-116.039734,-643.686218,1.667078,16.871037,74.860000
-116.092400,-643.124939,1.669124,16.927212,74.893000
-116.145729,-642.561768,1.670558,16.984732,74.926000
-116.201698,-641.996948,1.672515,17.040911,74.959000
-116.258797,-641.430359,1.674479,17.099419,74.992000
-116.318504,-640.862122,1.677155,17.156170,75.025000
-116.381561,-640.292358,1.681156,17.211884,75.058000
-116.445297,-639.720764,1.684851,17.271576,75.091000
-116.510406,-639.147217,1.688090,17.331018,75.124000
-116.575218,-638.571655,1.689842,17.389946,75.157000
-116.641579,-637.994263,1.691028,17.449968,75.190000
-116.708679,-637.414856,1.691610,17.510281,75.223000
-116.778389,-636.833923,1.692849,17.568867,75.256000
-116.851677,-636.251526,1.695750,17.625147,75.289000
-116.926376,-635.667236,1.699133,17.685358,75.322000
-117.002724,-635.081299,1.702645,17.745003,75.355000
-117.078835,-634.493164,1.704951,17.804569,75.388000
-117.155968,-633.903198,1.706437,17.864758,75.421000
-117.233337,-633.311218,1.706899,17.924574,75.454000
-117.312782,-632.717468,1.707543,17.983980,75.487000
-117.395416,-632.122314,1.709516,18.041164,75.520000
-117.479546,-631.525330,1.712053,18.100983,75.553000
-117.565475,-630.926697,1.714982,18.160219,75.586000
-117.651505,-630.325989,1.717150,18.220137,75.619000
-117.738533,-629.723389,1.718735,18.280287,75.652000
-117.827568,-629.119080,1.720462,18.339968,75.685000
-117.917282,-628.512817,1.721788,18.400383,75.718000
-118.008629,-627.904785,1.723165,18.459873,75.751000
-118.100639,-627.294922,1.724219,18.518019,75.784000
-118.194313,-626.683472,1.725475,18.571093,75.817000
-118.290245,-626.070862,1.727486,18.615845,75.850000
-118.386864,-625.457153,1.729438,18.651501,75.883000
-118.484489,-624.842773,1.731278,18.673897,75.916000
-118.582008,-624.228088,1.732363,18.681204,75.949000
-118.680283,-623.613770,1.733142,18.672106,75.982000
