The Input Data to the Controller and Out From Carla
x, y, yaw,v,t
-180.573242,-127.817360,-1.561705,15.707232,30.343000
-180.568497,-128.339828,-1.561668,15.669312,30.376000
-180.563766,-128.861008,-1.561638,15.630708,30.409000
-180.559006,-129.380890,-1.561602,15.592046,30.442000
-180.554230,-129.899536,-1.561570,15.553921,30.475000
-180.549454,-130.416946,-1.561533,15.516866,30.508000
-180.544678,-130.933182,-1.561503,15.481349,30.541000
-180.539917,-131.448303,-1.561468,15.447756,30.574000
-180.535156,-131.962402,-1.561437,15.416363,30.607000
-180.530334,-132.475525,-1.561399,15.387349,30.640000
-180.525528,-132.987778,-1.561367,15.360794,30.673000
-180.520721,-133.499207,-1.561329,15.336646,30.706000
-180.515915,-134.009918,-1.561299,15.314780,30.739000
-180.511047,-134.519974,-1.561260,15.294953,30.772000
-180.506210,-135.029419,-1.561229,15.276835,30.805000
-180.501328,-135.538315,-1.561190,15.260059,30.838000
-180.496445,-136.046661,-1.561155,15.244210,30.871000
-180.491516,-136.554474,-1.561112,15.228847,30.904000
-180.486603,-137.061783,-1.561078,15.213529,30.937000
-180.481674,-137.568573,-1.561037,15.197841,30.970000
-180.476761,-138.074799,-1.561003,15.181407,31.003000
-180.471771,-138.580444,-1.560963,15.163924,31.036000
-180.466812,-139.085449,-1.560928,15.145144,31.069000
-180.461807,-139.589798,-1.560886,15.124892,31.102000
-180.456818,-140.093399,-1.560850,15.103076,31.135000
-180.451813,-140.596207,-1.560808,15.079691,31.168000
-180.446808,-141.098190,-1.560774,15.054788,31.201000
-180.441818,-141.599289,-1.560762,15.028493,31.234000
-180.436813,-142.099472,-1.560739,15.000996,31.267000
-180.431793,-142.598709,-1.560710,14.972512,31.300000
-180.426727,-143.096985,-1.560658,14.943295,31.333000
-180.421692,-143.594269,-1.560606,14.913618,31.366000
-180.416595,-144.090561,-1.560544,14.883756,31.399000
-180.411514,-144.585861,-1.560497,14.853989,31.432000
-180.406418,-145.080170,-1.560452,14.824576,31.465000
-180.401337,-145.573547,-1.560421,14.795742,31.498000
-180.396240,-146.065979,-1.560382,14.767679,31.531000
-180.391129,-146.557510,-1.560347,14.740531,31.564000
-180.385971,-147.048157,-1.560294,14.714406,31.597000
-180.380798,-147.538010,-1.560246,14.689353,31.630000
-180.375641,-148.027039,-1.560188,14.665380,31.663000
-180.370468,-148.515305,-1.560143,14.642446,31.696000
-180.365265,-149.002838,-1.560090,14.620463,31.729000
-180.360077,-149.489670,-1.560049,14.599316,31.762000
-180.354813,-149.975815,-1.559999,14.578857,31.795000
-180.349579,-150.461288,-1.559957,14.558910,31.828000
-180.344345,-150.946121,-1.559942,14.539299,31.861000
-180.339096,-151.430283,-1.559914,14.519837,31.894000
-180.333817,-151.913818,-1.559878,14.500349,31.927000
-180.328491,-152.396667,-1.559813,14.480670,31.960000
-180.323181,-152.878860,-1.559747,14.460656,31.993000
-180.317810,-153.360352,-1.559671,14.440187,32.026000
-180.312439,-153.841156,-1.559613,14.419168,32.059000
-180.307068,-154.321228,-1.559554,14.397535,32.092000
-180.301682,-154.800552,-1.559511,14.375258,32.125000
-180.296249,-155.279114,-1.559455,14.352357,32.158000
-180.290817,-155.756897,-1.559405,14.328859,32.191000
-180.285324,-156.233887,-1.559338,14.304827,32.224000
-180.279861,-156.710052,-1.559280,14.280336,32.257000
-180.274353,-157.185379,-1.559208,14.255494,32.290000
-180.268845,-157.659882,-1.559148,14.230406,32.323000
-180.263397,-158.133530,-1.559126,14.205195,32.356000
-180.257874,-158.606354,-1.559093,14.179979,32.389000
-180.252365,-159.078339,-1.559054,14.154857,32.422000
-180.246750,-159.549484,-1.558972,14.129932,32.455000
-180.241150,-160.019806,-1.558887,14.105296,32.488000
-180.235504,-160.489349,-1.558785,14.081020,32.521000
-180.229858,-160.958069,-1.558707,14.057165,32.554000
-180.224182,-161.426025,-1.558625,14.033775,32.587000
-180.218506,-161.893204,-1.558565,14.010858,32.620000
-180.212769,-162.359650,-1.558491,13.988400,32.653000
-180.207031,-162.825363,-1.558426,13.966379,32.686000
-180.201340,-163.290344,-1.558401,13.944756,32.719000
-180.195557,-163.754608,-1.558350,13.923464,32.752000
-180.189758,-164.218201,-1.558289,13.902451,32.785000
-180.183884,-164.681091,-1.558178,13.881631,32.818000
-180.178009,-165.143265,-1.558067,13.860935,32.851000
-180.172043,-165.604736,-1.557937,13.840285,32.884000
-180.166092,-166.065567,-1.557836,13.819609,32.917000
-180.160080,-166.525681,-1.557728,13.798842,32.950000
-180.154099,-166.985077,-1.557645,13.777932,32.983000
-180.148163,-167.443787,-1.557623,13.756836,33.016000
-180.142105,-167.901779,-1.557568,13.735527,33.049000
-180.135986,-168.359055,-1.557491,13.713983,33.082000
-180.129776,-168.815598,-1.557342,13.692204,33.115000
-180.123550,-169.271423,-1.557191,13.670202,33.148000
-180.117218,-169.726486,-1.557013,13.648003,33.181000
-180.110931,-170.180817,-1.556878,13.625629,33.214000
-180.104523,-170.634415,-1.556728,13.603119,33.247000
-180.098160,-171.087219,-1.556615,13.580519,33.280000
-180.091873,-171.539291,-1.556585,13.557858,33.313000
-180.085403,-171.990601,-1.556501,13.535201,33.346000
-180.078888,-172.441162,-1.556386,13.512589,33.379000
-180.072189,-172.890961,-1.556161,13.490075,33.412000
-180.065460,-173.340012,-1.555929,13.467688,33.445000
-180.058563,-173.788330,-1.555644,13.445454,33.478000
-180.051712,-174.235916,-1.555419,13.423398,33.511000
-180.045013,-174.682770,-1.555351,13.401543,33.544000
-180.037918,-175.128876,-1.555150,13.379880,33.577000
-180.030731,-175.574295,-1.554875,13.358400,33.610000
-180.022324,-176.018936,-1.553895,13.336903,33.643000
-180.013611,-176.462906,-1.552655,13.315767,33.676000
-180.003174,-176.906097,-1.550548,13.294273,33.709000
-179.992691,-177.348587,-1.548467,13.273560,33.742000
-179.980270,-177.790329,-1.545682,13.252254,33.775000
-179.967926,-178.231369,-1.543241,13.231896,33.808000
-179.956833,-178.671799,-1.542220,13.211392,33.841000
-179.943237,-179.111420,-1.540580,13.190297,33.874000
-179.928802,-179.550369,-1.538629,13.169876,33.907000
-179.910965,-179.988388,-1.535026,13.146987,33.940000
-179.892456,-180.425720,-1.531131,13.126740,33.973000
-179.870926,-180.862167,-1.526165,13.104560,34.006000
-179.849625,-181.297928,-1.521972,13.085002,34.039000
-179.830399,-181.733154,-1.520260,13.064398,34.072000
-179.808029,-182.167511,-1.518188,13.043438,34.105000
-179.784485,-182.601151,-1.515929,13.023404,34.138000
-179.756638,-183.033691,-1.511672,12.999176,34.171000
-179.727463,-183.465424,-1.506780,12.979122,34.204000
-179.694473,-183.896103,-1.500449,12.955886,34.237000
-179.661697,-184.326187,-1.495012,12.937191,34.270000
-179.631424,-184.755814,-1.492644,12.916832,34.303000
-179.597748,-185.184509,-1.490162,12.896511,34.336000
-179.562881,-185.612473,-1.487727,12.877337,34.369000
-179.523468,-186.039230,-1.483347,12.853402,34.402000
-179.482101,-186.465118,-1.478005,12.833797,34.435000
-179.442261,-186.890518,-1.474410,12.815334,34.468000
-179.398514,-187.314835,-1.470026,12.793888,34.501000
-179.354065,-187.738434,-1.465969,12.775349,34.534000
-179.305191,-188.160782,-1.460406,12.752254,34.567000
-179.255569,-188.582397,-1.455040,12.733907,34.600000
-179.208038,-189.003693,-1.452243,12.714894,34.633000
-179.156403,-189.423752,-1.448776,12.693783,34.666000
-179.103531,-189.843048,-1.445233,12.675076,34.699000
-179.046005,-190.260895,-1.439809,12.651029,34.732000
-178.987030,-190.677841,-1.433922,12.632309,34.765000
-178.923767,-191.093399,-1.426573,12.609126,34.798000
-178.860733,-191.508392,-1.420360,12.591855,34.831000
-178.800568,-191.923233,-1.417686,12.572039,34.864000
-178.736481,-192.336807,-1.414878,12.552250,34.897000
-178.671127,-192.749588,-1.412103,12.534059,34.930000
-178.601105,-193.160797,-1.407359,12.510405,34.963000
-178.528961,-193.570908,-1.401572,12.491626,34.996000
-178.458466,-193.980774,-1.397668,12.474164,35.029000
-178.384003,-194.389236,-1.392999,12.453321,35.062000
-178.308945,-194.796967,-1.388761,12.435715,35.095000
-178.229523,-195.203125,-1.383073,12.413249,35.128000
-178.149368,-195.608490,-1.377594,12.395667,35.161000
-178.065079,-196.012268,-1.370906,12.373507,35.194000
-177.980972,-196.415482,-1.365270,12.356324,35.227000
-177.899445,-196.818680,-1.362895,12.337561,35.260000
-177.813980,-197.220490,-1.360122,12.321271,35.293000
-177.727127,-197.621658,-1.357192,12.312672,35.326000
-177.635635,-198.021545,-1.352235,12.305367,35.359000
-177.542221,-198.421173,-1.346442,12.313339,35.392000
-177.444473,-198.820129,-1.339044,12.325136,35.425000
-177.346832,-199.220078,-1.332771,12.353145,35.458000
-177.251678,-199.621780,-1.330043,12.383928,35.491000
-177.152786,-200.023926,-1.327456,12.423691,35.524000
-177.052460,-200.427338,-1.325119,12.472297,35.557000
-176.947342,-200.831070,-1.320943,12.517775,35.590000
-176.839600,-201.236008,-1.315712,12.575635,35.623000
-176.727188,-201.641525,-1.308670,12.630116,35.656000
-176.614136,-202.049118,-1.302391,12.697827,35.689000
-176.503067,-202.459610,-1.299395,12.763224,35.722000
-176.388397,-202.871521,-1.296720,12.834737,35.755000
-176.272202,-203.285645,-1.294519,12.911290,35.788000
-176.151169,-203.700790,-1.290670,12.981382,35.821000
-176.027420,-204.117752,-1.285882,13.059575,35.854000
-175.898849,-204.535645,-1.279307,13.129309,35.887000
-175.769318,-204.955887,-1.273290,13.206867,35.920000
-175.636200,-205.377472,-1.267093,13.277839,35.953000
-175.503006,-205.801498,-1.262670,13.347678,35.986000
-175.371429,-206.228271,-1.261539,13.409387,36.019000
-175.235855,-206.655823,-1.260189,13.468987,36.052000
-175.097946,-207.084579,-1.258307,13.526190,36.085000
-174.955109,-207.513275,-1.254144,13.569622,36.118000
-174.809799,-207.942657,-1.248809,13.616045,36.151000
-174.660400,-208.371902,-1.241929,13.652815,36.184000
-174.510849,-208.802490,-1.236108,13.691988,36.217000
-174.358612,-209.233337,-1.230599,13.725640,36.250000
-174.206680,-209.665497,-1.227046,13.757120,36.283000
-174.051575,-210.097519,-1.223549,13.785812,36.316000
-173.895721,-210.530350,-1.220885,13.815479,36.349000
-173.735931,-210.962631,-1.217164,13.840752,36.382000
-173.574844,-211.395523,-1.213462,13.871017,36.415000
-173.414520,-211.829865,-1.211537,13.901359,36.448000
-173.250595,-212.263901,-1.208921,13.931682,36.481000
-173.085098,-212.698624,-1.206112,13.967687,36.514000
-172.915497,-213.132965,-1.201717,14.000995,36.547000
-172.744568,-213.568253,-1.197262,14.043276,36.580000
-172.570267,-214.003723,-1.192045,14.085031,36.613000
-172.395569,-214.440796,-1.187909,14.133333,36.646000
-172.217865,-214.878479,-1.183784,14.182903,36.679000
-172.039581,-215.317825,-1.180857,14.236779,36.712000
-171.857880,-215.757751,-1.177574,14.290913,36.745000
-171.674896,-216.199249,-1.174800,14.349833,36.778000
-171.488220,-216.641266,-1.171195,14.406540,36.811000
-171.300140,-217.084885,-1.167875,14.468199,36.844000
-171.108612,-217.529160,-1.163872,14.527104,36.877000
-170.915970,-217.975204,-1.160504,14.589400,36.910000
-170.720184,-218.422043,-1.156802,14.648971,36.943000
-170.523407,-218.870697,-1.153906,14.710014,36.976000
-170.323486,-219.320038,-1.150668,14.767817,37.009000
-170.122421,-219.770966,-1.148027,14.826447,37.042000
-169.918121,-220.222473,-1.144853,14.880918,37.075000
-169.712631,-220.675446,-1.142110,14.936186,37.108000
-169.504044,-221.128860,-1.138827,14.987127,37.141000
-169.294403,-221.583679,-1.136053,15.038628,37.174000
-169.081894,-222.038940,-1.132880,15.086323,37.207000
-168.868454,-222.495499,-1.130308,15.134334,37.240000
-168.652206,-222.952423,-1.127356,15.179106,37.273000
-168.434998,-223.410538,-1.124926,15.224612,37.306000
-168.215012,-223.868942,-1.122070,15.267482,37.339000
-167.994034,-224.328537,-1.119673,15.311734,37.372000
-167.770432,-224.788361,-1.116862,15.354113,37.405000
-167.545837,-225.249405,-1.114528,15.398400,37.438000
-167.318649,-225.710754,-1.111837,15.441666,37.471000
-167.090530,-226.173401,-1.109635,15.487248,37.504000
-166.859833,-226.636398,-1.107076,15.532401,37.537000
-166.628098,-227.100723,-1.104953,15.580271,37.570000
-166.393829,-227.565506,-1.102474,15.628087,37.603000
-166.158493,-228.031662,-1.100419,15.678767,37.636000
-165.920654,-228.498428,-1.098045,15.729621,37.669000
-165.681732,-228.966675,-1.096096,15.783195,37.702000
-165.440292,-229.435654,-1.093835,15.836898,37.735000
-165.197693,-229.906143,-1.091964,15.893068,37.768000
-164.952652,-230.377472,-1.089800,15.949193,37.801000
-164.706436,-230.850388,-1.088015,16.007355,37.834000
-164.457794,-231.324173,-1.085950,16.065153,37.867000
-164.207947,-231.799545,-1.084242,16.124487,37.900000
-163.955734,-232.275909,-1.082282,16.183167,37.933000
-163.700531,-232.752823,-1.079430,16.240858,37.966000
-163.444107,-233.231339,-1.076846,16.300529,37.999000
-163.185883,-233.711121,-1.074513,16.359549,38.032000
-162.927002,-234.192795,-1.073169,16.417936,38.065000
-162.666306,-234.675674,-1.072151,16.476105,38.098000
-162.404404,-235.160095,-1.071570,16.533791,38.131000
-162.140198,-235.645386,-1.070581,16.589945,38.164000
-161.874451,-236.131973,-1.069434,16.646214,38.197000
-161.606537,-236.619415,-1.067755,16.700872,38.230000
-161.337463,-237.108322,-1.066187,16.755823,38.263000
-161.066681,-237.598358,-1.064582,16.809816,38.296000
-160.793945,-238.089325,-1.062698,16.863094,38.329000
-160.520370,-238.581863,-1.061290,16.916420,38.362000
-160.245529,-239.075729,-1.060267,16.969566,38.395000
-159.969925,-239.571228,-1.059868,17.022512,38.428000
-159.692795,-240.067886,-1.059564,17.075636,38.461000
-159.414474,-240.565887,-1.059319,17.129072,38.494000
-159.134415,-241.064987,-1.058744,17.182503,38.527000
-158.853149,-241.565475,-1.058049,17.236736,38.560000
-158.570480,-242.067307,-1.057206,17.291418,38.593000
-158.286438,-242.570450,-1.056271,17.346825,38.626000
-158.001602,-243.075287,-1.055661,17.402983,38.659000
-157.715927,-243.581848,-1.055467,17.459898,38.692000
-157.429459,-244.090164,-1.055685,17.517576,38.725000
-157.141998,-244.600174,-1.056119,17.576109,38.758000
-156.853577,-245.111862,-1.056647,17.635357,38.791000
-156.563995,-245.625244,-1.057062,17.695248,38.824000
-156.273727,-246.140518,-1.057585,17.755705,38.857000
-155.982513,-246.657608,-1.058089,17.816730,38.890000
-155.691055,-247.176910,-1.058984,17.877815,38.923000
-155.398834,-247.698105,-1.059992,17.939644,38.956000
-155.106613,-248.221680,-1.061493,18.001059,38.989000
-154.815094,-248.747925,-1.063973,18.061682,39.022000
-154.522827,-249.276169,-1.066448,18.124163,39.055000
-154.230576,-249.806747,-1.069010,18.186106,39.088000
-153.937180,-250.339081,-1.070832,18.248304,39.121000
-153.644012,-250.873856,-1.072616,18.310194,39.154000
-153.352432,-251.411789,-1.075460,18.369772,39.187000
-153.060669,-251.951981,-1.078412,18.432043,39.220000
-152.769745,-252.494904,-1.081771,18.492668,39.253000
-152.478027,-253.039719,-1.084448,18.554600,39.286000
-152.187119,-253.587265,-1.087162,18.614870,39.319000
-151.898438,-254.138107,-1.091015,18.670500,39.352000
-151.609818,-254.690994,-1.094723,18.724842,39.385000
-151.322601,-255.246323,-1.098640,18.769529,39.418000
-151.038116,-255.804291,-1.103543,18.801897,39.451000
-150.753830,-256.363251,-1.107730,18.824970,39.484000
-150.471390,-256.923462,-1.111608,18.832727,39.517000
-150.189163,-257.483582,-1.114103,18.825491,39.550000
-149.909866,-258.044312,-1.116626,18.802217,39.583000
-149.635468,-258.605957,-1.120852,18.761961,39.616000
-149.363602,-259.166931,-1.125493,18.710556,39.649000
-149.095459,-259.727386,-1.130746,18.647675,39.682000
-148.832047,-260.287476,-1.137108,18.575186,39.715000
-148.570023,-260.845428,-1.142301,18.497337,39.748000
-148.311066,-261.401855,-1.146670,18.415407,39.781000
-148.053223,-261.955872,-1.149113,18.331850,39.814000
-147.799469,-262.508759,-1.151431,18.249044,39.847000
-147.551804,-263.061371,-1.155631,18.166931,39.880000
-147.307434,-263.612762,-1.160494,18.090773,39.913000
-147.067352,-264.163483,-1.166255,18.021151,39.946000
-146.828461,-264.712677,-1.170929,17.961332,39.979000
-146.592773,-265.261475,-1.175244,17.911982,40.012000
-146.361908,-265.810852,-1.180567,17.870888,40.045000
-146.132492,-266.359833,-1.185153,17.840927,40.078000
-145.906326,-266.909363,-1.189741,17.819099,40.111000
-145.680862,-267.458771,-1.193017,17.806463,40.144000
-145.458694,-268.009277,-1.196410,17.800396,40.177000
-145.241547,-268.561615,-1.201558,17.797583,40.210000
-145.026154,-269.114899,-1.206834,17.806122,40.243000
-144.813797,-269.669769,-1.212497,17.818434,40.276000
-144.601410,-270.225342,-1.216683,17.838297,40.309000
-144.391510,-270.782715,-1.220486,17.862169,40.342000
-144.186066,-271.342499,-1.225561,17.886805,40.375000
-143.981781,-271.903931,-1.230340,17.920866,40.408000
-143.780365,-272.467590,-1.235419,17.955826,40.441000
-143.579041,-273.032715,-1.239260,17.997026,40.474000
-143.380402,-273.600250,-1.243086,18.039389,40.507000
-143.186264,-274.170685,-1.248436,18.080452,40.540000
-142.993225,-274.743256,-1.253625,18.130846,40.573000
-142.802841,-275.318420,-1.259031,18.180788,40.606000
-142.612228,-275.895447,-1.262977,18.235502,40.639000
-142.424011,-276.475159,-1.266650,18.290968,40.672000
-142.240204,-277.058075,-1.271730,18.343655,40.705000
-142.057602,-277.643402,-1.276693,18.404800,40.738000
-141.877747,-278.231689,-1.282024,18.464153,40.771000
-141.697891,-278.822205,-1.286095,18.527922,40.804000
-141.520538,-279.415588,-1.290020,18.588869,40.837000
-141.347702,-280.012085,-1.295372,18.641024,40.870000
-141.176178,-280.610687,-1.300528,18.692720,40.903000
-141.007675,-281.211548,-1.305942,18.731234,40.936000
-140.843643,-281.814423,-1.312501,18.754671,40.969000
-140.680405,-282.417999,-1.317983,18.768261,41.002000
-140.519958,-283.022217,-1.322885,18.764446,41.035000
-140.359894,-283.625946,-1.325878,18.744080,41.068000
-140.203598,-284.229370,-1.328734,18.707211,41.101000
-140.053391,-284.832428,-1.333490,18.652418,41.134000
-139.906235,-285.433990,-1.338800,18.586851,41.167000
-139.763443,-286.033966,-1.344937,18.510113,41.200000
-139.626038,-286.632294,-1.352402,18.424255,41.233000
-139.489761,-287.227905,-1.358536,18.334295,41.266000
-139.356400,-287.821075,-1.363590,18.241301,41.299000
-139.223541,-288.411346,-1.366268,18.147779,41.332000
-139.094727,-288.999420,-1.368575,18.056303,41.365000
-138.972412,-289.585815,-1.372824,17.966543,41.398000
-138.853439,-290.170105,-1.377855,17.883963,41.431000
-138.739075,-290.752716,-1.383995,17.809000,41.464000
-138.625778,-291.333527,-1.389128,17.745121,41.497000
-138.515793,-291.913208,-1.393934,17.691973,41.530000
-138.410889,-292.492249,-1.399739,17.647400,41.563000
-138.307190,-293.070526,-1.404596,17.614420,41.596000
-138.206879,-293.648560,-1.409288,17.590027,41.629000
-138.107178,-294.226196,-1.412492,17.574974,41.662000
-138.011215,-294.804199,-1.415847,17.566755,41.695000
-137.916748,-295.382477,-1.418678,17.567505,41.728000
-137.826553,-295.961487,-1.422544,17.571520,41.761000
-137.742126,-296.541504,-1.428818,17.576977,41.794000
-137.659622,-297.122284,-1.435397,17.594812,41.827000
-137.580246,-297.704163,-1.442157,17.613331,41.860000
-137.500381,-298.286682,-1.446792,17.633783,41.893000
-137.423050,-298.870209,-1.450487,17.653412,41.926000
-137.350845,-299.454773,-1.455287,17.666040,41.959000
-137.280411,-300.039886,-1.459818,17.678356,41.992000
-137.213852,-300.625549,-1.464939,17.681528,42.025000
-137.148163,-301.211304,-1.469097,17.680065,42.058000
-137.086182,-301.796997,-1.473513,17.668549,42.091000
-137.029755,-302.382477,-1.479666,17.645464,42.124000
-136.974960,-302.967133,-1.485522,17.618231,42.157000
-136.923630,-303.550934,-1.491449,17.582352,42.190000
-136.872421,-304.133423,-1.495560,17.540340,42.223000
-136.824722,-304.714569,-1.499372,17.491983,42.256000
-136.778168,-305.294067,-1.502098,17.438833,42.289000
-136.736206,-305.872009,-1.505707,17.381071,42.322000
-136.700684,-306.448151,-1.511947,17.317085,42.355000
-136.667725,-307.022430,-1.518818,17.256592,42.388000
-136.638489,-307.594940,-1.526207,17.196486,42.421000
-136.608948,-308.165649,-1.531528,17.139894,42.454000
-136.582230,-308.734772,-1.535884,17.086164,42.487000
-136.561050,-309.302338,-1.541361,17.034431,42.520000
-136.541504,-309.868500,-1.546306,16.989513,42.553000
-136.526108,-310.433441,-1.551741,16.949022,42.586000
-136.511566,-310.997345,-1.556041,16.915901,42.619000
-136.501099,-311.560364,-1.560689,16.887379,42.652000
-136.491791,-312.122742,-1.564472,16.866198,42.685000
-136.486954,-312.684540,-1.569050,16.847937,42.718000
-136.488403,-313.245697,-1.576026,16.829584,42.751000
-136.491852,-313.806549,-1.583110,16.822514,42.784000
-136.499008,-314.367157,-1.590463,16.816488,42.817000
-136.505859,-314.927795,-1.595630,16.814468,42.850000
-136.516052,-315.488342,-1.600105,16.813044,42.883000
-136.526901,-316.048859,-1.602943,16.812395,42.916000
-136.542542,-316.609070,-1.606550,16.807564,42.949000
-136.560471,-317.169067,-1.610325,16.803633,42.982000
-136.583679,-317.728363,-1.615842,16.791344,43.015000
-136.613647,-318.286560,-1.624371,16.770472,43.048000
-136.645721,-318.844147,-1.633144,16.756037,43.081000
-136.681305,-319.400818,-1.641879,16.736248,43.114000
-136.715881,-319.956940,-1.647664,16.713623,43.147000
-136.753525,-320.512024,-1.652165,16.687607,43.180000
-136.791672,-321.066132,-1.654626,16.658100,43.213000
-136.835098,-321.618652,-1.658016,16.622938,43.246000
-136.881332,-322.169708,-1.661969,16.586939,43.279000
-136.933136,-322.718750,-1.668011,16.543875,43.312000
-136.992188,-323.265320,-1.677500,16.493252,43.345000
-137.053665,-323.810181,-1.687500,16.452660,43.378000
-137.118896,-324.353210,-1.697579,16.411379,43.411000
-137.182816,-324.895325,-1.704358,16.372623,43.444000
-137.249664,-325.435883,-1.709459,16.335493,43.477000
-137.316696,-325.975311,-1.712026,16.300152,43.510000
-137.389420,-326.512756,-1.715479,16.264463,43.543000
-137.465256,-327.048676,-1.719586,16.233458,43.576000
-137.546921,-327.582550,-1.725910,16.198755,43.609000
-137.636459,-328.113678,-1.736093,16.157871,43.642000
-137.729156,-328.643311,-1.747233,16.134315,43.675000
-137.826309,-329.171478,-1.758834,16.111721,43.708000
-137.922211,-329.699402,-1.766979,16.094910,43.741000
-138.021271,-330.226318,-1.773206,16.080961,43.774000
-138.120361,-330.752960,-1.776356,16.068296,43.807000
-138.225449,-331.277832,-1.780168,16.053827,43.840000
-138.333862,-331.801636,-1.784474,16.043592,43.873000
-138.448349,-332.323456,-1.790952,16.024950,43.906000
-138.566666,-332.843903,-1.798725,16.012682,43.939000
-138.691193,-333.362091,-1.808687,15.991549,43.972000
-138.823105,-333.877441,-1.821578,15.964780,44.005000
-138.956146,-334.392029,-1.833278,15.951904,44.038000
-139.092422,-334.905334,-1.843585,15.935759,44.071000
-139.227219,-335.418640,-1.849550,15.916369,44.104000
-139.365402,-335.930389,-1.853587,15.897968,44.137000
-139.504532,-336.441284,-1.855446,15.877577,44.170000
-139.649521,-336.949493,-1.858644,15.850727,44.203000
-139.797974,-337.455688,-1.863033,15.825007,44.236000
-139.951996,-337.959045,-1.869877,15.790960,44.269000
-140.108292,-338.460571,-1.877352,15.762373,44.302000
-140.268799,-338.959686,-1.885825,15.729843,44.335000
-140.428955,-339.457886,-1.892396,15.700457,44.368000
-140.592087,-339.954102,-1.898255,15.669348,44.401000
-140.760300,-340.447388,-1.905261,15.635041,44.434000
-140.929047,-340.939392,-1.911081,15.604507,44.467000
-141.100891,-341.429321,-1.916700,15.573181,44.500000
-141.272629,-341.918274,-1.920492,15.543440,44.533000
-141.447647,-342.405029,-1.924315,15.513452,44.566000
-141.623459,-342.890503,-1.927324,15.485306,44.599000
-141.802994,-343.373596,-1.931294,15.456099,44.632000
-141.983643,-343.855255,-1.935149,15.430052,44.665000
-142.167679,-344.334686,-1.939991,15.403139,44.698000
-142.352142,-344.813171,-1.944216,15.379649,44.731000
-142.539352,-345.289673,-1.948799,15.355954,44.764000
-142.726562,-345.765472,-1.952281,15.334523,44.797000
-142.916367,-346.239441,-1.955965,15.312820,44.830000
-143.106430,-346.712616,-1.958813,15.292690,44.863000
-143.299271,-347.183899,-1.962221,15.271635,44.896000
-143.492584,-347.654297,-1.965191,15.252007,44.929000
-143.688538,-348.122803,-1.968845,15.231009,44.962000
-143.888153,-348.588928,-1.974205,15.207923,44.995000
-144.087952,-349.054199,-1.979110,15.187873,45.028000
-144.289124,-349.518188,-1.983595,15.166893,45.061000
-144.489349,-349.981842,-1.986202,15.145564,45.094000
-144.691071,-350.444061,-1.988222,15.125253,45.127000
-144.892960,-350.905670,-1.989374,15.109109,45.160000
-145.097412,-351.365692,-1.991294,15.098821,45.193000
-145.303009,-351.825134,-1.993493,15.098508,45.226000
-145.511215,-352.283661,-1.996715,15.104915,45.259000
-145.720047,-352.742462,-1.999721,15.121197,45.292000
-145.930939,-353.201172,-2.002937,15.143198,45.325000
-146.142090,-353.660767,-2.005238,15.172197,45.358000
-146.355270,-354.120697,-2.007447,15.206356,45.391000
-146.569138,-354.581757,-2.008973,15.246152,45.424000
-146.785492,-355.043182,-2.010859,15.289421,45.457000
-147.003021,-355.505890,-2.012565,15.338152,45.490000
-147.223099,-355.969177,-2.014833,15.389061,45.523000
-147.444321,-356.433929,-2.016875,15.444951,45.556000
-147.667862,-356.899689,-2.019205,15.502838,45.589000
-147.892380,-357.367218,-2.021032,15.564468,45.622000
-148.119125,-357.835999,-2.022950,15.628001,45.655000
-148.346985,-358.306702,-2.024392,15.694477,45.688000
-148.577179,-358.778717,-2.026047,15.762334,45.721000
-148.808701,-359.252686,-2.027432,15.832914,45.754000
-149.042648,-359.728027,-2.029144,15.904339,45.787000
-149.277939,-360.205505,-2.030630,15.978254,45.820000
-149.515564,-360.684509,-2.032357,16.052874,45.853000
-149.754486,-361.165741,-2.033762,16.129490,45.886000
-149.995621,-361.648712,-2.035299,16.206779,45.919000
-150.238098,-362.133911,-2.036501,16.285637,45.952000
-150.482834,-362.620941,-2.037852,16.365002,45.985000
-150.730347,-363.109528,-2.039874,16.444561,46.018000
-150.979324,-363.600372,-2.041734,16.526152,46.051000
-151.230148,-364.093353,-2.043423,16.608149,46.084000
-151.482025,-364.588806,-2.044398,16.690067,46.117000
-151.735764,-365.086395,-2.045113,16.771292,46.150000
-151.990875,-365.586212,-2.045489,16.850775,46.183000
-152.248169,-366.087769,-2.046138,16.927267,46.216000
-152.507050,-366.591278,-2.046901,17.000944,46.249000
-152.767960,-367.096313,-2.048068,17.070316,46.282000
-153.031052,-367.602661,-2.049816,17.135365,46.315000
-153.295120,-368.110809,-2.051359,17.196751,46.348000
-153.560287,-368.620575,-2.052538,17.253672,46.381000
-153.825958,-369.131989,-2.052990,17.306047,46.414000
-154.092743,-369.644684,-2.053128,17.354805,46.447000
-154.360443,-370.158600,-2.053072,17.400099,46.480000
-154.629593,-370.673340,-2.053335,17.442232,46.513000
-154.900421,-371.188751,-2.054245,17.481951,46.546000
-155.172119,-371.705139,-2.055332,17.520882,46.579000
-155.444641,-372.222534,-2.056352,17.559278,46.612000
-155.717499,-372.741241,-2.056882,17.597837,46.645000
-155.990997,-373.261200,-2.057020,17.637617,46.678000
-156.265091,-373.782379,-2.056830,17.679161,46.711000
-156.540268,-374.304688,-2.056688,17.723110,46.744000
