The Out Data from the Controller and In to Carla
throttle_output,brake_output,steer_output
0.743592,0.000000,0.000045
0.764213,0.000000,0.000306
0.786500,0.000000,-0.000023
0.808932,0.000000,0.000204
0.831224,0.000000,-0.000103
0.851645,0.000000,0.000207
0.870366,0.000000,-0.000055
0.885955,0.000000,0.000271
0.897979,0.000000,0.000011
0.906265,0.000000,0.000358
0.910334,0.000000,0.000624
0.910533,0.000000,0.000120
0.906873,0.000000,0.000236
0.899207,0.000000,-0.000173
0.888712,0.000000,0.000173
0.875476,0.000000,-0.000032
0.860580,0.000000,0.000412
0.844469,0.000000,0.000180
0.827804,0.000000,0.000480
0.812026,0.000000,0.000096
0.797331,0.000000,0.000340
0.784229,0.000000,-0.000020
0.773464,0.000000,0.000291
0.764921,0.000000,-0.000013
0.759450,0.000000,0.000361
0.757064,0.000000,0.000057
0.757159,0.000000,0.000369
0.759888,0.000000,0.000027
0.764804,0.000000,0.000375
0.771914,0.000000,0.000003
0.780220,0.000000,0.000349
0.790043,0.000000,-0.000000
0.800298,0.000000,0.000356
0.810541,0.000000,0.000011
0.820445,0.000000,0.000349
0.829669,0.000000,-0.000007
0.837558,0.000000,0.000357
0.843928,0.000000,0.000028
0.849005,0.000000,0.000402
0.852033,0.000000,0.000031
0.853347,0.000000,0.000384
0.852805,0.000000,0.000032
0.850074,0.000000,0.000410
0.846381,0.000000,0.000033
0.841109,0.000000,0.000451
0.834862,0.000000,0.000079
0.827808,0.000000,0.000462
0.820283,0.000000,0.000042
0.812798,0.000000,0.000431
0.805878,0.000000,0.000043
0.799247,0.000000,0.000458
0.793589,0.000000,0.000056
0.788773,0.000000,0.000455
0.785533,0.000000,0.000040
0.783075,0.000000,0.000444
0.782227,0.000000,0.000041
0.782488,0.000000,-0.000303
0.783907,0.000000,0.000399
0.786078,0.000000,0.000197
0.789206,0.000000,0.000751
0.793000,0.000000,0.000244
0.797066,0.000000,0.000579
0.801652,0.000000,-0.000024
0.805796,0.000000,0.000350
0.809935,0.000000,-0.000090
0.813359,0.000000,0.000463
0.816739,0.000000,0.000099
0.818855,0.000000,0.000665
0.820629,0.000000,0.000159
0.821504,0.000000,0.000599
0.821458,0.000000,0.000047
0.820682,0.000000,0.000530
0.819420,0.000000,0.000021
0.817248,0.000000,0.000574
0.814746,0.000000,0.000074
0.811631,0.000000,-0.000343
0.808641,0.000000,0.000529
0.805307,0.000000,0.000276
0.802213,0.000000,0.000967
0.799000,0.000000,0.000339
0.796308,0.000000,0.000747
0.793665,0.000000,-0.000002
0.791751,0.000000,0.000544
0.790365,0.000000,-0.000021
0.789427,0.000000,0.000689
0.788995,0.000000,0.000145
0.789006,0.000000,0.000813
0.789569,0.000000,0.000153
0.790354,0.000000,0.000820
0.791803,0.000000,0.000117
0.793216,0.000000,-0.000489
0.794565,0.000000,0.000596
0.796110,0.000000,0.000285
0.797782,0.000000,0.001282
0.799135,0.000000,0.000489
0.800431,0.000000,0.001049
0.801707,0.000000,0.000060
0.802395,0.000000,0.000767
0.802635,0.000000,-0.000020
0.802592,0.000000,0.000912
0.802580,0.000000,0.000193
0.801711,0.000000,-0.000457
0.801047,0.000000,0.000956
0.799714,0.000000,0.000478
0.798571,0.000000,0.001644
0.796977,0.000000,0.000577
0.795583,0.000000,0.001380
0.793969,0.000000,0.000105
0.792555,0.000000,0.001112
0.791149,0.000000,0.000055
0.789914,0.000000,-0.000763
0.788822,0.000000,0.001221
0.788025,0.000000,0.000712
0.787280,0.000000,0.002294
0.787039,0.000000,0.000860
0.786649,0.000000,0.001878
0.786545,0.000000,0.000126
0.786833,0.000000,0.001572
0.786786,0.000000,0.000111
0.787250,0.000000,-0.001019
0.787761,0.000000,0.001845
0.788238,0.000000,0.001067
0.788712,0.000000,0.003553
0.788974,0.000000,0.001385
0.789273,0.000000,0.003202
0.789609,0.000000,0.000415
0.789649,0.000000,-0.001849
0.789532,0.000000,0.004474
0.789252,0.000000,0.002578
0.789230,0.000000,0.020213
0.788812,0.000000,0.010874
0.788520,0.000000,0.032256
0.788486,0.000000,0.011870
0.787476,0.000000,0.036487
0.787315,0.000000,0.009509
0.786440,0.000000,-0.014833
0.785652,0.000000,0.031403
0.785056,0.000000,0.016148
0.784201,0.000000,0.062416
0.785623,0.000000,0.027990
0.784633,0.000000,0.062304
0.785148,0.000000,0.014132
0.783785,0.000000,-0.027729
0.783070,0.000000,0.035636
0.782839,0.000000,0.016449
0.782067,0.000000,0.080413
0.784310,0.000000,0.040052
0.783554,0.000000,0.081986
0.785277,0.000000,0.020540
0.783464,0.000000,-0.033801
0.782555,0.000000,0.037547
0.782037,0.000000,0.014333
0.780591,0.000000,0.089934
0.783094,0.000000,0.048701
0.781985,0.000000,-0.004191
0.780372,0.000000,0.062964
0.780545,0.000000,0.020826
0.778990,0.000000,0.085016
0.780645,0.000000,0.031437
0.778939,0.000000,-0.022162
0.777750,0.000000,0.056526
0.778260,0.000000,0.023519
0.776442,0.000000,0.097086
0.779471,0.000000,0.045166
0.778053,0.000000,0.094774
0.780067,0.000000,0.023057
0.777909,0.000000,-0.039474
0.777343,0.000000,0.043863
0.776838,0.000000,0.017175
0.775393,0.000000,0.099172
0.777901,0.000000,0.054151
0.776915,0.000000,-0.003594
0.774510,0.000000,0.066691
0.774884,0.000000,0.021300
0.772979,0.000000,0.088329
0.773307,0.000000,0.033105
0.771381,0.000000,0.087005
0.773021,0.000000,0.021488
0.817627,0.000000,-0.035522
0.864433,0.000000,0.047935
0.913155,0.000000,0.021317
0.952136,0.000000,0.098982
0.994055,0.000000,0.051329
1.020202,0.000000,0.097363
1.043394,0.000000,0.024582
1.057962,0.000000,-0.039088
1.066391,0.000000,0.036761
1.071872,0.000000,0.011578
1.067195,0.000000,0.090750
1.068236,0.000000,0.050764
1.056339,0.000000,0.097842
1.047064,0.000000,0.028584
1.030721,0.000000,-0.035227
1.013683,0.000000,0.032971
0.995044,0.000000,0.006713
0.969269,0.000000,0.082041
0.951569,0.000000,0.045098
0.925244,0.000000,0.092867
0.908380,0.000000,0.028225
0.882503,0.000000,0.059707
0.864749,0.000000,-0.001803
0.845619,0.000000,-0.047290
0.832807,0.000000,0.032300
0.823612,0.000000,0.019554
0.815065,0.000000,0.090824
0.818927,0.000000,0.050800
0.818777,0.000000,0.085444
0.827477,0.000000,0.017454
0.832988,0.000000,0.044432
0.844885,0.000000,-0.010374
0.856412,0.000000,0.037091
0.872531,0.000000,0.002664
0.885499,0.000000,0.057240
0.904227,0.000000,0.020931
0.916762,0.000000,-0.016716
0.930025,0.000000,0.044307
0.944330,0.000000,0.018782
0.953206,0.000000,0.069288
0.965401,0.000000,0.026210
0.969406,0.000000,0.057814
0.975611,0.000000,0.006110
0.974931,0.000000,0.038395
0.974829,0.000000,-0.002532
0.970577,0.000000,0.039656
0.966989,0.000000,0.007367
0.958795,0.000000,0.049046
0.954453,0.000000,0.013639
0.944111,0.000000,0.047646
0.937259,0.000000,0.008136
0.927176,0.000000,0.039357
0.920214,0.000000,0.002738
0.911088,0.000000,0.036520
0.905886,0.000000,0.004569
0.899402,0.000000,0.038861
0.896673,0.000000,0.007579
0.892799,0.000000,0.038773
0.893153,0.000000,0.006350
0.892212,0.000000,0.035119
0.895407,0.000000,0.003738
0.897964,0.000000,0.033325
0.903731,0.000000,0.004152
0.908248,0.000000,0.033062
0.915264,0.000000,0.004834
0.920770,0.000000,0.031984
0.929185,0.000000,0.004191
0.934677,0.000000,0.029872
0.942616,0.000000,0.003212
0.947112,0.000000,0.028894
0.953768,0.000000,0.003567
0.957267,0.000000,0.027901
0.961231,0.000000,0.003362
0.963322,0.000000,0.026253
0.965046,0.000000,0.002720
0.964884,0.000000,0.025218
0.965261,0.000000,0.002811
0.963074,0.000000,0.023918
0.961629,0.000000,0.002456
0.957885,0.000000,0.022856
0.955948,0.000000,0.002365
0.952053,0.000000,0.021295
0.948669,0.000000,0.035825
0.946809,0.000000,0.007716
0.942645,0.000000,0.013562
0.939704,0.000000,-0.009837
0.937308,0.000000,0.005994
0.935732,0.000000,-0.004181
0.933878,0.000000,0.017580
0.933774,0.000000,0.007868
0.933798,0.000000,0.021993
0.934735,0.000000,0.005248
0.935787,0.000000,0.012855
0.938645,0.000000,0.017378
0.941109,0.000000,-0.001520
0.944209,0.000000,0.002281
0.947349,0.000000,-0.008242
0.950750,0.000000,0.003460
0.953678,0.000000,0.000222
0.957478,0.000000,0.010942
0.960405,0.000000,0.004989
0.963957,0.000000,0.008317
0.966796,0.000000,0.007103
0.969106,0.000000,-0.002702
0.970798,0.000000,-0.004972
0.972347,0.000000,-0.007558
0.972857,0.000000,-0.004946
0.973226,0.000000,-0.004326
0.973375,0.000000,0.000256
0.972934,0.000000,-0.006009
0.972445,0.000000,-0.001734
0.971893,0.000000,-0.013689
0.970861,0.000000,-0.005989
0.970246,0.000000,-0.019290
0.969388,0.000000,-0.032868
0.969557,0.000000,-0.009922
0.967866,0.000000,-0.018788
0.967141,0.000000,0.005104
0.966729,0.000000,-0.014782
0.966270,0.000000,-0.039612
0.967568,0.000000,-0.013895
0.967587,0.000000,-0.030268
0.960609,0.000000,0.000853
0.942437,0.000000,-0.022278
0.876734,0.000000,-0.047712
0.814509,0.000000,-0.012520
0.753291,0.000000,-0.030917
0.699403,0.000000,-0.050051
0.654853,0.000000,-0.004585
0.617843,0.000000,-0.022215
0.592388,0.000000,0.013437
0.578818,0.000000,-0.024086
0.577551,0.000000,-0.063822
0.589791,0.000000,-0.025988
0.610775,0.000000,-0.045074
0.640504,0.000000,-0.059659
0.677921,0.000000,-0.000112
0.719924,0.000000,-0.016181
0.764911,0.000000,0.024060
0.811455,0.000000,-0.021600
0.857419,0.000000,-0.068930
0.902786,0.000000,-0.031817
0.944017,0.000000,-0.054399
1.018918,0.000000,-0.000607
1.112616,0.000000,-0.025981
1.198878,0.000000,-0.055886
1.279536,0.000000,-0.006818
1.349455,0.000000,-0.034293
1.414645,0.000000,0.008095
1.471975,0.000000,-0.032225
1.524919,0.000000,-0.072215
1.575474,0.000000,-0.025068
1.615687,0.000000,-0.046172
1.654405,0.000000,0.007227
1.686645,0.000000,-0.025358
1.691792,0.000000,-0.062384
1.684167,0.000000,-0.015623
1.636471,0.000000,-0.042851
1.587601,0.000000,0.004736
1.534234,0.000000,-0.032531
1.479599,0.000000,-0.069096
1.425297,0.000000,-0.019593
1.364589,0.000000,-0.042289
1.303310,0.000000,0.008720
1.239102,0.000000,-0.026962
1.173158,0.000000,-0.065908
1.109464,0.000000,-0.019101
1.039663,0.000000,-0.045014
0.970368,0.000000,0.005127
0.897734,0.000000,-0.030248
0.827489,0.000000,-0.067562
0.763569,0.000000,-0.018103
0.700020,0.000000,-0.042898
0.646419,0.000000,-0.065251
0.604675,0.000000,-0.003537
0.570667,0.000000,-0.024712
0.549928,0.000000,0.021255
0.542291,0.000000,-0.025655
0.547555,0.000000,-0.074516
0.566609,0.000000,-0.031490
0.594644,0.000000,-0.055584
0.631090,0.000000,-0.071368
0.674900,0.000000,-0.000652
0.722440,0.000000,-0.015601
0.771790,0.000000,0.031940
0.822580,0.000000,-0.018320
0.871112,0.000000,-0.072849
0.918623,0.000000,-0.034944
0.961411,0.000000,-0.061917
0.997381,0.000000,-0.003941
1.025671,0.000000,-0.029798
1.045354,0.000000,-0.059025
1.058286,0.000000,-0.004542
1.062550,0.000000,-0.032795
1.059675,0.000000,0.011288
1.049964,0.000000,-0.034068
1.034768,0.000000,-0.003458
1.012501,0.000000,-0.053491
0.987872,0.000000,-0.093557
0.961829,0.000000,-0.034669
0.926370,0.000000,-0.048355
0.890028,0.000000,0.016870
0.852096,0.000000,-0.016453
0.815122,0.000000,-0.059723
0.783173,0.000000,-0.015168
0.751827,0.000000,-0.050122
0.727153,0.000000,-0.001731
0.706489,0.000000,-0.041098
0.693194,0.000000,-0.078403
0.689258,0.000000,-0.020443
0.688645,0.000000,-0.043073
0.694295,0.000000,0.013678
0.705581,0.000000,-0.028666
0.720972,0.000000,0.006814
0.740490,0.000000,-0.050821
0.764104,0.000000,-0.100383
0.792496,0.000000,-0.042115
0.818294,0.000000,-0.058666
0.843732,0.000000,0.012649
0.866541,0.000000,-0.019792
0.887080,0.000000,-0.064182
0.906111,0.000000,-0.012938
0.920629,0.000000,-0.051666
0.930963,0.000000,-0.000210
0.935937,0.000000,-0.046361
0.937368,0.000000,-0.002676
0.933039,0.000000,-0.055348
0.926139,0.000000,-0.100972
0.919725,0.000000,-0.035096
0.904376,0.000000,-0.057129
0.888386,0.000000,0.013923
0.869066,0.000000,-0.028156
0.849142,0.000000,0.014174
0.829082,0.000000,-0.053183
0.811840,0.000000,-0.020193
0.793596,0.000000,-0.081923
0.782552,0.000000,-0.127420
0.777567,0.000000,-0.046442
0.768179,0.000000,-0.059147
0.762424,0.000000,0.025830
0.759777,0.000000,-0.019591
0.758963,0.000000,0.022911
0.761304,0.000000,-0.058411
0.767723,0.000000,-0.028056
0.774537,0.000000,-0.097036
0.787836,0.000000,-0.148561
0.806556,0.000000,-0.058662
0.817961,0.000000,-0.070473
0.829205,0.000000,0.027657
0.839574,0.000000,-0.017575
0.847733,0.000000,0.030794
0.855459,0.000000,-0.061650
0.862644,0.000000,-0.031021
0.865952,0.000000,-0.111191
0.873199,0.000000,-0.171415
0.884735,0.000000,-0.075364
0.883312,0.000000,-0.089531
0.880420,0.000000,0.023462
0.873733,0.000000,-0.022060
0.864250,0.000000,0.037471
0.854685,0.000000,-0.063813
0.845380,0.000000,-0.029828
0.833527,0.000000,-0.123528
0.827623,0.000000,-0.063804
0.817709,0.000000,-0.126984
0.813531,0.000000,-0.163115
0.813981,0.000000,-0.039366
0.804525,0.000000,-0.049626
0.796501,0.000000,0.050850
0.792104,0.000000,-0.010609
0.785646,0.000000,0.026959
0.782018,0.000000,-0.071446
0.782404,0.000000,-0.043381
0.782926,0.000000,-0.113833
0.789132,0.000000,-0.049120
0.791897,0.000000,-0.083000
0.796769,0.000000,-0.000509
0.800537,0.000000,-0.037756
0.804234,0.000000,-0.076954
0.810654,0.000000,-0.009474
0.815331,0.000000,-0.043307
0.818921,0.000000,0.011261
0.823361,0.000000,-0.038436
0.826240,0.000000,-0.001769
0.829070,0.000000,-0.055451
0.831586,0.000000,-0.017322
0.832785,0.000000,-0.058626
0.833383,0.000000,-0.011369
0.832963,0.000000,-0.045017
0.831028,0.000000,0.000092
0.828999,0.000000,-0.037304
0.825382,0.000000,-0.001076
0.822333,0.000000,-0.041488
0.818453,0.000000,-0.008015
0.813450,0.000000,-0.043961
0.811063,0.000000,-0.070631
0.808629,0.000000,-0.017977
0.805498,0.000000,-0.027845
0.816720,0.000000,0.017032
0.873155,0.000000,-0.012598
0.932100,0.000000,0.007565
0.983838,0.000000,-0.034136
1.032335,0.000000,-0.015301
1.071836,0.000000,-0.043906
1.107006,0.000000,-0.011845
1.133648,0.000000,-0.029548
1.156587,0.000000,0.002823
1.174142,0.000000,-0.019293
1.187509,0.000000,0.003045
1.196678,0.000000,-0.024547
1.203609,0.000000,-0.005566
1.205828,0.000000,-0.029155
1.206497,0.000000,-0.006347
1.203911,0.000000,-0.024295
1.199782,0.000000,-0.000722
1.192713,0.000000,-0.018639
1.184043,0.000000,0.000857
1.173954,0.000000,-0.018922
1.162543,0.000000,-0.002120
1.149230,0.000000,-0.020545
1.135665,0.000000,-0.003170
1.119722,0.000000,-0.018673
1.103517,0.000000,-0.001105
1.086209,0.000000,-0.015529
1.068547,0.000000,0.000144
1.050307,0.000000,-0.014533
1.030799,0.000000,-0.025838
1.011863,0.000000,-0.005559
0.992129,0.000000,-0.009627
0.971145,0.000000,0.007680
0.951112,0.000000,-0.003518
0.932136,0.000000,0.003994
0.913959,0.000000,-0.011781
0.898533,0.000000,-0.005077
0.885622,0.000000,-0.015782
0.876187,0.000000,-0.020705
0.870017,0.000000,-0.002993
0.866657,0.000000,-0.002169
0.867495,0.000000,0.010171
0.871932,0.000000,0.001639
0.879050,0.000000,0.003444
0.889020,0.000000,-0.008875
0.902008,0.000000,-0.016526
0.916810,0.000000,-0.007173
0.931779,0.000000,-0.004846
0.948337,0.000000,0.005939
0.963629,0.000000,0.004246
0.979066,0.000000,0.006210
0.992838,0.000000,-0.001436
1.004980,0.000000,-0.007263
1.014990,0.000000,-0.004865
1.023307,0.000000,-0.003718
1.029692,0.000000,0.001740
1.034131,0.000000,0.003416
1.036899,0.000000,0.004012
1.038025,0.000000,0.003347
1.038494,0.000000,0.001813
1.036753,0.000000,-0.000404
1.034650,0.000000,-0.000061
1.032043,0.000000,0.002283
1.027570,0.000000,0.001326
1.023095,0.000000,0.004347
1.017520,0.000000,0.002074
1.011344,0.000000,0.004902
1.004943,0.000000,0.007785
0.997862,0.000000,0.002161
0.990407,0.000000,0.004329
0.982179,0.000000,-0.001051
0.975099,0.000000,0.004114
0.967308,0.000000,0.010397
0.961011,0.000000,0.004006
0.955107,0.000000,0.007986
0.950291,0.000000,0.011944
0.947402,0.000000,0.001370
0.944646,0.000000,0.005193
0.943989,0.000000,0.010955
0.944738,0.000000,0.000899
0.947224,0.000000,0.007445
0.950177,0.000000,-0.001070
0.954743,0.000000,0.008989
0.960283,0.000000,0.019052
0.966820,0.000000,0.006468
0.973865,0.000000,0.011301
0.980439,0.000000,0.016304
0.987843,0.000000,-0.000685
0.994466,0.000000,0.005827
1.001324,0.000000,0.015479
1.006978,0.000000,0.001562
1.011993,0.000000,0.011477
1.015730,0.000000,0.021785
1.020003,0.000000,0.004115
1.023455,0.000000,0.011425
1.025839,0.000000,0.019599
1.028828,0.000000,0.000137
1.029695,0.000000,0.009225
1.031952,0.000000,0.020744
0.995592,0.000000,0.002435
0.922976,0.000000,0.013131
0.843808,0.000000,0.024650
0.767810,0.000000,0.003233
0.696842,0.000000,0.012601
0.633995,0.000000,0.023567
0.583149,0.000000,0.030693
0.545081,0.000000,0.000906
0.520388,0.000000,0.006237
0.511726,0.000000,0.016594
0.517511,0.000000,-0.004797
0.537189,0.000000,0.011409
0.568465,0.000000,0.029227
0.609755,0.000000,0.007229
0.659314,0.000000,0.018741
0.714566,0.000000,0.033245
0.772774,0.000000,0.002319
0.832517,0.000000,0.017627
0.891407,0.000000,0.036640
0.946750,0.000000,0.002817
0.997814,0.000000,0.020151
1.041482,0.000000,0.040132
1.077525,0.000000,0.003059
1.105538,0.000000,0.021182
1.126070,0.000000,0.041160
1.140050,0.000000,0.002380
1.146511,0.000000,0.020559
1.146919,0.000000,0.040425
1.141849,0.000000,0.002084
1.129526,0.000000,0.020111
1.112646,0.000000,0.040981
1.091513,0.000000,0.003332
1.064407,0.000000,0.021033
1.033294,0.000000,0.039080
0.999193,0.000000,0.001705
0.960021,0.000000,0.019282
0.918120,0.000000,0.037476
0.876482,0.000000,0.002065
0.833377,0.000000,0.019337
0.793437,0.000000,-0.008935
0.756524,0.000000,0.018564
0.725553,0.000000,0.046119
0.702278,0.000000,0.016073
0.684917,0.000000,0.027343
0.675570,0.000000,0.035820
0.673816,0.000000,-0.004820
0.689735,0.000000,0.006714
0.778451,0.000000,0.023201
0.872526,0.000000,-0.003005
0.967013,0.000000,0.016952
1.057655,0.000000,0.036387
1.143269,0.000000,0.007482
1.221290,0.000000,0.017295
1.292520,0.000000,0.027234
1.359258,0.000000,-0.003576
1.418354,0.000000,0.009055
1.473177,0.000000,0.025130
1.523658,0.000000,0.001597
1.568859,0.000000,0.014991
1.610096,0.000000,-0.004735
1.648135,0.000000,0.014909
1.681697,0.000000,0.033386
1.714054,0.000000,0.010239
1.741737,0.000000,0.018239
1.767421,0.000000,0.024786
1.791486,0.000000,-0.003695
1.811770,0.000000,0.004007
1.830661,0.000000,0.016633
1.848343,0.000000,-0.000915
1.863317,0.000000,0.013437
1.877156,0.000000,-0.000925
1.888951,0.000000,0.015938
1.899813,0.000000,0.030121
1.910751,0.000000,0.008579
1.918837,0.000000,0.013390
1.926504,0.000000,0.016958
1.933335,0.000000,-0.005916
1.939195,0.000000,0.002533
1.944483,0.000000,0.015137
1.949330,0.000000,0.001639
1.952274,0.000000,0.013356
1.955560,0.000000,0.023218
1.959097,0.000000,0.004249
1.961128,0.000000,0.008970
1.963154,0.000000,0.014606
1.934389,0.000000,-0.003290
1.885886,0.000000,0.003998
1.832791,0.000000,0.013818
1.779619,0.000000,0.001284
1.725531,0.000000,0.010137
1.671344,0.000000,0.018120
1.617160,0.000000,0.021293
1.562738,0.000000,0.000430
1.507314,0.000000,0.001036
1.451669,0.000000,0.005868
1.395871,0.000000,-0.005674
1.339703,0.000000,0.005256
1.283417,0.000000,0.016847
1.227427,0.000000,0.006450
1.170651,0.000000,0.010939
1.113925,0.000000,0.013814
1.057179,0.000000,-0.001828
0.999973,0.000000,0.001555
0.942672,0.000000,0.007836
0.885922,0.000000,0.013456
0.831781,0.000000,0.001134
0.781561,0.000000,0.004932
0.737580,0.000000,0.009652
0.701506,0.000000,-0.001410
0.674385,0.000000,0.004227
0.657651,0.000000,0.010674
0.652099,0.000000,0.014433
0.657853,0.000000,0.000628
0.674288,0.000000,0.001816
0.700335,0.000000,0.005254
0.734393,0.000000,0.008740
0.774692,0.000000,-0.002046
0.819358,0.000000,0.002228
0.866366,0.000000,0.007209
0.913786,0.000000,-0.000755
0.959774,0.000000,0.004312
1.002431,0.000000,0.009363
1.040140,0.000000,0.011808
1.071911,0.000000,-0.000184
1.097979,0.000000,0.000585
1.118595,0.000000,0.003740
1.134048,0.000000,-0.003285
1.144608,0.000000,0.003140
1.150612,0.000000,0.009875
1.152483,0.000000,0.003117
1.150278,0.000000,0.006254
1.144508,0.000000,0.008522
1.135416,0.000000,0.008814
1.123201,0.000000,-0.002596
1.107982,0.000000,-0.001089
1.090043,0.000000,0.003407
1.069641,0.000000,-0.001429
1.046833,0.000000,0.004977
1.021949,0.000000,0.010617
0.995173,0.000000,0.012735
0.966589,0.000000,0.001564
0.936442,0.000000,0.000461
0.906228,0.000000,0.001743
0.877121,0.000000,-0.004580
0.850222,0.000000,0.001480
0.826558,0.000000,0.008428
0.807170,0.000000,0.003840
0.792481,0.000000,0.006952
0.783273,0.000000,0.008490
0.779800,0.000000,0.007780
0.782092,0.000000,-0.003020
0.789926,0.000000,-0.002222
0.802859,0.000000,0.001832
0.820129,0.000000,0.006549
0.840833,0.000000,0.001336
0.863954,0.000000,0.004364
0.888404,0.000000,0.006890
0.913115,0.000000,-0.000354
0.937029,0.000000,0.001680
0.959127,0.000000,0.004257
0.978512,0.000000,0.006249
0.994434,0.000000,-0.000624
1.006244,0.000000,0.001247
1.013616,0.000000,0.004214
1.016723,0.000000,-0.000697
1.015805,0.000000,0.002892
1.011240,0.000000,0.006527
1.003319,0.000000,0.008317
0.992261,0.000000,0.000468
0.978218,0.000000,0.000756
0.961913,0.000000,0.002596
0.944084,0.000000,-0.002254
0.925477,0.000000,0.001989
0.906901,0.000000,0.006662
0.889178,0.000000,0.002243
0.872827,0.000000,0.004543
0.858632,0.000000,0.006235
0.847106,0.000000,0.006444
0.838654,0.000000,-0.001690
0.833514,0.000000,-0.000770
0.831879,0.000000,0.002358
0.833776,0.000000,-0.001189
0.837833,0.000000,0.003469
0.817837,0.000000,0.007639
0.800508,0.000000,0.002315
0.786653,0.000000,0.003606
0.777123,0.000000,0.004763
0.771446,0.000000,0.005142
0.770329,0.000000,-0.002152
0.773395,0.000000,-0.000434
0.780528,0.000000,0.003097
0.790568,0.000000,-0.000435
0.803742,0.000000,0.003649
0.819181,0.000000,0.007175
0.835831,0.000000,0.008353
0.853519,0.000000,0.000210
0.870737,0.000000,-0.000104
0.887793,0.000000,0.001456
0.903139,0.000000,-0.002891
0.916809,0.000000,0.001664
0.927425,0.000000,0.006583
0.935557,0.000000,0.009271
0.940474,0.000000,0.002024
0.941969,0.000000,0.001539
0.940553,0.000000,0.002585
0.935529,0.000000,-0.002939
0.927957,0.000000,0.001020
0.917431,0.000000,0.005890
0.905331,0.000000,0.001982
0.891422,0.000000,0.004812
0.877078,0.000000,0.006775
0.862657,0.000000,0.006955
0.848733,0.000000,-0.001443
0.835821,0.000000,-0.000774
0.824537,0.000000,0.002178
0.815254,0.000000,-0.001383
0.808294,0.000000,0.003386
0.803756,0.000000,0.007738
0.801862,0.000000,0.002484
0.802913,0.000000,0.003865
0.805853,0.000000,0.005054
0.811406,0.000000,-0.001586
0.818784,0.000000,0.000728
0.827460,0.000000,0.004326
0.837254,0.000000,0.007153
0.847613,0.000000,0.000881
0.857901,0.000000,0.002204
0.868383,0.000000,0.004224
0.877716,0.000000,-0.001304
0.886064,0.000000,0.001852
0.892772,0.000000,0.005633
0.898155,0.000000,0.000884
0.901758,0.000000,0.003652
0.902873,0.000000,0.006221
0.902431,0.000000,0.000093
0.900057,0.000000,0.002206
0.895544,0.000000,-0.002339
0.889905,0.000000,0.002534
0.882916,0.000000,0.007547
0.875150,0.000000,0.002683
0.866868,0.000000,0.004784
0.858201,0.000000,0.006335
0.849949,0.000000,-0.000907
0.841970,0.000000,0.001114
0.835109,0.000000,0.004515
0.828997,0.000000,-0.000292
0.824591,0.000000,0.003574
0.821619,0.000000,-0.000456
0.819802,0.000000,0.004742
0.819725,0.000000,0.009162
0.821215,0.000000,0.002369
0.823820,0.000000,0.003866
0.827727,0.000000,0.005614
0.832572,0.000000,-0.001667
0.837729,0.000000,0.001562
0.843616,0.000000,-0.002507
0.849286,0.000000,0.004018
0.855085,0.000000,0.010011
0.860627,0.000000,0.003918
0.865781,0.000000,0.005549
0.869529,0.000000,0.006691
0.872751,0.000000,-0.001866
0.874545,0.000000,0.000791
0.875586,0.000000,-0.003572
0.875557,0.000000,0.003675
0.874276,0.000000,0.010576
0.871787,0.000000,0.004715
0.868474,0.000000,0.006563
0.864479,0.000000,0.007532
0.860326,0.000000,-0.001823
0.855396,0.000000,0.001080
0.850425,0.000000,0.005936
0.845612,0.000000,0.000210
0.841225,0.000000,0.005234
0.837186,0.000000,-0.000107
0.833443,0.000000,0.005618
0.830703,0.000000,0.010613
0.828907,0.000000,0.002401
0.827743,0.000000,0.004604
0.827250,0.000000,-0.003000
0.827804,0.000000,0.002699
0.828875,0.000000,0.009274
0.830876,0.000000,0.002815
0.833450,0.000000,0.006638
0.836033,0.000000,-0.000909
0.839345,0.000000,0.004188
0.842493,0.000000,0.010178
0.845504,0.000000,0.002117
0.848316,0.000000,0.005973
0.850852,0.000000,-0.001867
0.853066,0.000000,0.004474
0.854456,0.000000,0.011130
0.855662,0.000000,0.002870
0.855811,0.000000,0.006636
0.855867,0.000000,-0.001890
0.855070,0.000000,0.004401
0.853727,0.000000,0.011233
0.852017,0.000000,0.002737
0.849754,0.000000,0.007532
0.847045,0.000000,-0.001352
0.844673,0.000000,0.005515
0.841746,0.000000,0.012646
0.839101,0.000000,0.002940
0.836694,0.000000,0.007204
0.834406,0.000000,-0.002295
0.832068,0.000000,0.005159
0.830583,0.000000,0.013170
0.829348,0.000000,0.003509
0.828554,0.000000,0.008864
0.828304,0.000000,-0.001488
0.828288,0.000000,0.006235
0.828984,0.000000,-0.001071
0.829819,0.000000,0.009312
0.831091,0.000000,0.018169
0.832232,0.000000,0.005604
0.833771,0.000000,0.009392
0.835138,0.000000,-0.003717
0.836562,0.000000,0.004835
0.837926,0.000000,0.015012
0.839365,0.000000,0.004025
0.840228,0.000000,0.010814
0.840908,0.000000,-0.001126
0.841477,0.000000,0.008793
0.841324,0.000000,-0.000432
0.841190,0.000000,0.011885
0.840618,0.000000,0.002724
0.839998,0.000000,0.014006
0.838958,0.000000,0.023600
0.837871,0.000000,0.005530
0.836355,0.000000,0.009688
0.834628,0.000000,-0.006299
0.832864,0.000000,0.006165
0.831324,0.000000,-0.001727
0.829852,0.000000,0.016492
0.828737,0.000000,0.031002
0.827835,0.000000,0.011577
