The Out Data from the Controller and In to Carla
throttle_output,brake_output,steer_output
0.528463,0.000000,-0.011808
0.529327,0.000000,-0.008700
0.530816,0.000000,-0.004693
0.531790,0.000000,-0.001730
0.532423,0.000000,-0.000053
0.533804,0.000000,0.000629
0.535159,0.000000,0.000767
0.535690,0.000000,-0.011002
0.537065,0.000000,-0.008081
0.538296,0.000000,-0.004312
0.539472,0.000000,-0.001491
0.540254,0.000000,0.000083
0.541338,0.000000,0.000699
0.542385,0.000000,0.000779
0.543396,0.000000,-0.010384
0.544472,0.000000,-0.007612
0.545410,0.000000,-0.003980
0.546308,0.000000,-0.001288
0.546964,0.000000,0.000190
0.548605,0.000000,0.000755
0.549449,0.000000,0.000796
0.550256,0.000000,-0.009807
0.551130,0.000000,-0.007178
0.552671,0.000000,-0.003718
0.553404,0.000000,-0.001118
0.554785,0.000000,0.000301
0.556231,0.000000,0.000811
0.556847,0.000000,0.000818
0.558188,0.000000,-0.009278
0.559574,0.000000,-0.006779
0.560041,0.000000,-0.003452
0.561231,0.000000,-0.000950
0.562416,0.000000,0.000382
0.563542,0.000000,0.000829
0.564623,0.000000,0.000819
0.565661,0.000000,-0.008800
0.566734,0.000000,-0.006427
0.567686,0.000000,-0.003215
0.568596,0.000000,-0.000812
0.569620,0.000000,0.000474
0.570478,0.000000,0.000872
0.572089,0.000000,0.000824
0.572892,0.000000,-0.008347
0.574500,0.000000,-0.006084
0.575212,0.000000,-0.003006
0.576122,0.000000,-0.000686
0.577520,0.000000,0.000529
0.578105,0.000000,0.000899
0.579427,0.000000,0.000816
0.580721,0.000000,-0.007199
0.581982,0.000000,-0.004803
0.583163,0.000000,-0.002128
0.583937,0.000000,-0.000567
0.586050,0.000000,-0.000383
0.594455,0.000000,-0.001390
0.618766,0.000000,-0.009104
0.649124,0.000000,-0.006350
0.675393,0.000000,-0.002985
0.699105,0.000000,-0.000492
0.717379,0.000000,0.000835
0.688101,0.000000,0.001151
0.651745,0.000000,-0.006075
0.619650,0.000000,-0.003935
0.592500,0.000000,-0.001126
0.576999,0.000000,0.001219
0.579831,0.000000,0.002589
0.596309,0.000000,0.002087
0.614828,0.000000,0.001179
0.632143,0.000000,-0.006357
0.647034,0.000000,-0.004912
0.660774,0.000000,-0.002555
0.672173,0.000000,-0.000594
0.680411,0.000000,0.000477
0.686836,0.000000,0.000818
0.690653,0.000000,-0.005740
0.691881,0.000000,-0.004203
0.690710,0.000000,-0.002019
0.687311,0.000000,-0.000339
0.681921,0.000000,0.000544
0.674909,0.000000,0.000779
0.666678,0.000000,-0.005507
0.657641,0.000000,-0.003988
0.649075,0.000000,-0.001834
0.639927,0.000000,-0.000200
0.631886,0.000000,0.000639
0.624641,0.000000,0.000830
0.617684,0.000000,-0.005201
0.612748,0.000000,-0.003757
0.609253,0.000000,-0.001681
0.607412,0.000000,-0.000085
0.606771,0.000000,0.000702
0.607466,0.000000,-0.004713
0.610138,0.000000,-0.003294
0.613123,0.000000,-0.001370
0.617259,0.000000,0.000032
0.621722,0.000000,0.000691
0.627390,0.000000,0.000768
0.632509,0.000000,-0.009519
0.638416,0.000000,-0.006812
0.643412,0.000000,-0.002993
0.648456,0.000000,-0.000129
0.653389,0.000000,0.001240
0.657724,0.000000,0.001423
0.661370,0.000000,-0.003581
0.663479,0.000000,-0.002732
0.666109,0.000000,-0.001274
0.667484,0.000000,-0.000090
0.668110,0.000000,0.000526
0.668044,0.000000,-0.003726
0.667363,0.000000,-0.002557
0.666201,0.000000,-0.001015
0.665225,0.000000,0.000124
0.663398,0.000000,0.000630
0.662186,0.000000,0.000642
0.660160,0.000000,-0.003732
0.658965,0.000000,-0.002670
0.657841,0.000000,-0.001100
0.656279,0.000000,0.000083
0.655779,0.000000,0.000624
0.655618,0.000000,-0.003290
0.655807,0.000000,-0.002269
0.657107,0.000000,-0.000847
0.657208,0.000000,0.000167
0.658352,0.000000,0.000605
0.660521,0.000000,-0.003155
0.662100,0.000000,-0.002181
0.663808,0.000000,-0.000824
0.666395,0.000000,0.000178
0.668150,0.000000,0.000596
0.670602,0.000000,-0.002986
0.672920,0.000000,-0.002068
0.674285,0.000000,-0.000774
0.676319,0.000000,0.000187
0.677980,0.000000,0.000571
0.679365,0.000000,-0.002838
0.680459,0.000000,-0.001956
0.681278,0.000000,-0.000709
0.682030,0.000000,0.000185
0.682335,0.000000,0.000545
0.682424,0.000000,-0.002707
0.682337,0.000000,-0.001858
0.682908,0.000000,-0.000652
0.682893,0.000000,0.000187
0.683326,0.000000,0.000543
0.682968,0.000000,-0.002571
0.683421,0.000000,-0.001751
0.683975,0.000000,-0.000592
0.684198,0.000000,0.000235
0.684966,0.000000,0.000544
0.685849,0.000000,-0.002433
0.686826,0.000000,-0.001675
0.688315,0.000000,-0.000553
0.689526,0.000000,0.000249
0.691619,0.000000,0.000542
0.693015,0.000000,-0.002282
0.695204,0.000000,-0.001564
0.697028,0.000000,-0.000478
0.698355,0.000000,0.000255
0.700350,0.000000,-0.002078
0.702216,0.000000,-0.001249
0.703618,0.000000,-0.000300
0.705134,0.000000,0.000332
0.706462,0.000000,-0.001935
0.707591,0.000000,-0.001197
0.709057,0.000000,-0.000290
0.709825,0.000000,0.000305
0.710420,0.000000,-0.001834
0.711648,0.000000,-0.001119
0.711786,0.000000,-0.000254
0.712810,0.000000,0.000311
0.713004,0.000000,-0.001698
0.713931,0.000000,-0.001025
0.714695,0.000000,-0.000213
0.715617,0.000000,0.000294
0.716546,0.000000,-0.001595
0.717478,0.000000,-0.000970
0.718299,0.000000,-0.000194
0.720025,0.000000,0.000292
0.720984,0.000000,-0.001490
0.721932,0.000000,-0.000897
0.723581,0.000000,-0.000167
0.724541,0.000000,0.000284
0.726272,0.000000,-0.001385
0.728003,0.000000,-0.000828
0.729665,0.000000,-0.000143
0.730540,0.000000,0.000301
0.732132,0.000000,-0.001269
0.733676,0.000000,-0.000759
0.735924,0.000000,-0.000114
0.737307,0.000000,0.000313
0.738559,0.000000,-0.001172
0.739688,0.000000,-0.000704
0.741504,0.000000,-0.000091
0.742393,0.000000,0.000301
0.743923,0.000000,-0.001087
0.745337,0.000000,-0.000640
0.745912,0.000000,-0.000063
0.747076,0.000000,0.000304
0.748146,0.000000,-0.001008
0.749127,0.000000,-0.000593
0.750124,0.000000,-0.000062
0.750948,0.000000,0.000299
0.752485,0.000000,-0.000935
0.753315,0.000000,-0.000547
0.754722,0.000000,-0.000046
0.755291,0.000000,-0.000931
0.756571,0.000000,-0.000410
0.757180,0.000000,0.000110
0.758359,0.000000,0.000376
0.759503,0.000000,-0.000769
0.760605,0.000000,-0.000481
0.761840,0.000000,-0.000062
0.762845,0.000000,-0.000832
0.764569,0.000000,-0.000358
0.765661,0.000000,0.000111
0.766466,0.000000,0.000366
0.767973,0.000000,-0.000636
0.769412,0.000000,-0.000400
0.770216,0.000000,-0.000047
0.771478,0.000000,0.000205
0.772662,0.000000,-0.000635
0.774011,0.000000,-0.000354
0.775027,0.000000,0.000010
0.775953,0.000000,-0.000603
0.776798,0.000000,-0.000250
0.778612,0.000000,0.000106
0.779319,0.000000,-0.000487
0.780714,0.000000,-0.000219
0.781535,0.000000,0.000089
0.782773,0.000000,0.000242
0.783941,0.000000,-0.000461
0.784259,0.000000,-0.000283
0.786352,0.000000,-0.000006
0.787325,0.000000,-0.000481
0.788212,0.000000,-0.000183
0.789324,0.000000,0.000113
0.790840,0.000000,0.000256
0.791507,0.000000,-0.000357
0.793181,0.000000,-0.000219
0.793692,0.000000,-0.000010
0.794893,0.000000,-0.000401
0.796354,0.000000,-0.000148
0.797420,0.000000,0.000107
0.798403,0.000000,-0.000275
0.800082,0.000000,-0.000090
0.801231,0.000000,0.000096
0.801952,0.000000,-0.000254
0.803354,0.000000,-0.000097
0.804233,0.000000,0.000075
0.805467,0.000000,0.000181
0.806621,0.000000,-0.000228
0.807249,0.000000,-0.000115
0.809016,0.000000,0.000029
0.809936,0.000000,-0.000222
0.811099,0.000000,-0.000065
0.811843,0.000000,0.000112
0.813283,0.000000,-0.000131
0.814208,0.000000,-0.000022
0.815493,0.000000,0.000100
0.816700,0.000000,-0.000147
0.817376,0.000000,-0.000049
0.818416,0.000000,0.000056
0.820164,0.000000,-0.000123
0.820288,0.000000,-0.000023
0.822199,0.000000,0.000087
0.822950,0.000000,-0.000069
0.824390,0.000000,0.000012
0.825291,0.000000,0.000082
0.826566,0.000000,-0.000056
0.827758,0.000000,0.000010
0.829166,0.000000,0.000088
0.830174,0.000000,-0.000030
0.832150,0.000000,0.000014
0.832949,0.000000,0.000064
0.833620,0.000000,-0.000037
0.834462,0.000000,0.000015
0.835711,0.000000,0.000081
0.836879,0.000000,0.000010
0.838224,0.000000,0.000052
0.839211,0.000000,0.000087
0.840099,0.000000,0.000045
0.841143,0.000000,0.000045
0.842632,0.000000,0.000056
0.843259,0.000000,0.000026
0.844799,0.000000,0.000052
0.845250,0.000000,0.000080
0.846389,0.000000,0.000087
0.847660,0.000000,0.000095
0.848651,0.000000,0.000089
0.849561,0.000000,0.000063
0.851353,0.000000,0.000054
0.852105,0.000000,0.000100
0.853691,0.000000,0.000095
0.854247,0.000000,0.000076
0.855476,0.000000,0.000130
0.856750,0.000000,0.000096
0.857798,0.000000,0.000061
0.858750,0.000000,0.000128
0.860483,0.000000,0.000094
0.861240,0.000000,0.000179
0.862660,0.000000,0.000106
0.863269,0.000000,0.000043
0.864475,0.000000,0.000143
0.865623,0.000000,0.000115
0.866625,0.000000,0.000070
0.868277,0.000000,0.000032
0.869024,0.000000,0.000018
0.869608,0.000000,0.000192
0.870819,0.000000,0.000170
0.871858,0.000000,0.000105
0.872776,0.000000,0.000207
0.873470,0.000000,0.000104
0.874082,0.000000,0.000212
0.874550,0.000000,0.000113
0.875551,0.000000,0.000033
0.875774,0.000000,0.000191
0.876499,0.000000,0.000126
0.877283,0.000000,0.000059
0.877972,0.000000,0.000252
0.878363,0.000000,0.000156
0.878864,0.000000,0.000275
0.879821,0.000000,0.000143
0.880176,0.000000,-0.000000
0.881229,0.000000,0.000180
0.881921,0.000000,0.000117
0.882830,0.000000,0.000312
0.883313,0.000000,0.000179
0.884055,0.000000,0.000024
0.885495,0.000000,0.000210
0.886491,0.000000,0.000124
0.886960,0.000000,0.000303
0.888093,0.000000,0.000166
0.888687,0.000000,0.000027
0.889590,0.000000,0.000240
0.890664,0.000000,0.000140
0.891337,0.000000,0.000042
0.891883,0.000000,0.000286
0.893290,0.000000,0.000171
0.893599,0.000000,0.000353
0.894681,0.000000,0.000167
0.895507,0.000000,-0.000011
0.896206,0.000000,0.000226
0.896829,0.000000,0.000128
0.898046,0.000000,0.000357
0.899116,0.000000,0.000190
0.899293,0.000000,0.000013
0.900104,0.000000,0.000238
0.900690,0.000000,0.000136
0.901256,0.000000,0.000381
0.902297,0.000000,0.000189
0.902638,0.000000,-0.000005
0.902863,0.000000,0.000267
0.903492,0.000000,0.000138
0.904311,0.000000,0.000388
0.904686,0.000000,0.000197
0.906115,0.000000,-0.000011
0.906683,0.000000,0.000264
0.907467,0.000000,0.000141
0.907828,0.000000,0.000385
0.909093,0.000000,0.000200
0.910032,0.000000,0.000367
0.910856,0.000000,0.000112
0.911687,0.000000,-0.000092
0.912259,0.000000,0.000240
0.913514,0.000000,0.000162
0.913829,0.000000,0.000446
0.914714,0.000000,0.000251
0.915543,0.000000,0.000398
0.916240,0.000000,0.000116
0.917406,0.000000,-0.000117
0.917835,0.000000,0.000212
0.918609,0.000000,0.000144
0.919536,0.000000,0.000465
0.919930,0.000000,0.000276
0.921351,0.000000,0.000431
0.921359,0.000000,0.000134
0.922496,0.000000,-0.000124
0.922733,0.000000,0.000193
0.923760,0.000000,0.000133
0.924509,0.000000,0.000475
0.925161,0.000000,0.000288
0.925639,0.000000,0.000449
0.925906,0.000000,0.000135
0.926915,0.000000,0.000280
0.927608,0.000000,0.000032
0.928387,0.000000,0.000693
0.928717,0.000000,0.000383
0.930032,0.000000,0.000406
0.929679,0.000000,-0.000007
0.931074,0.000000,-0.000270
0.932049,0.000000,0.000136
0.932309,0.000000,0.000146
0.933026,0.000000,0.000549
0.934457,0.000000,0.000372
0.934934,0.000000,0.000506
0.935955,0.000000,0.000122
0.936142,0.000000,0.000239
0.937512,0.000000,-0.000015
0.938189,0.000000,0.000257
0.938352,0.000000,0.000119
0.939495,0.000000,0.000414
0.940000,0.000000,0.000222
0.940861,0.000000,0.000436
0.941701,0.000000,0.000150
0.942266,0.000000,0.000334
0.942654,0.000000,0.000070
0.942918,0.000000,0.000315
0.943655,0.000000,0.000103
0.944443,0.000000,0.000384
0.945553,0.000000,0.000163
0.946084,0.000000,0.000400
0.946757,0.000000,0.000158
0.946999,0.000000,0.000399
0.948012,0.000000,0.000127
0.948766,0.000000,0.000378
0.949348,0.000000,0.000132
0.949820,0.000000,0.000398
0.950738,0.000000,0.000133
0.951352,0.000000,0.000400
0.952184,0.000000,0.000620
0.953123,0.000000,0.000223
0.953665,0.000000,0.000311
0.954125,0.000000,-0.000044
0.955136,0.000000,0.000230
0.955897,0.000000,0.000067
0.956604,0.000000,0.000430
0.956871,0.000000,0.000244
0.958033,0.000000,0.000511
0.958586,0.000000,0.000197
0.958792,0.000000,0.000382
0.959485,0.000000,0.000540
0.959981,0.000000,0.000128
0.961159,0.000000,0.000280
0.938075,0.000000,-0.000022
0.893712,0.000000,0.000288
0.832298,0.000000,0.000122
0.768718,0.000000,0.000462
0.710216,0.000000,0.000689
0.659256,0.000000,0.000240
0.617480,0.000000,-0.000205
0.586584,0.000000,-0.000445
0.567654,0.000000,0.000110
0.561718,0.000000,0.000634
0.567804,0.000000,0.000393
0.584561,0.000000,0.000444
0.610772,0.000000,-0.000103
0.644783,0.000000,-0.000063
0.684474,0.000000,-0.000394
0.728166,0.000000,-0.000037
0.773848,0.000000,-0.000125
0.820216,0.000000,0.000764
0.864882,0.000000,0.000859
0.906096,0.000000,0.000121
0.943055,0.000000,-0.000121
0.973454,0.000000,-0.000622
0.997037,0.000000,-0.000234
1.012685,0.000000,-0.000191
1.019859,0.000000,0.000428
1.019268,0.000000,0.000358
1.010918,0.000000,0.000606
0.995502,0.000000,0.000163
0.974112,0.000000,0.000241
0.947077,0.000000,-0.000144
0.916036,0.000000,0.000152
0.882515,0.000000,-0.000009
0.848323,0.000000,0.000409
0.815221,0.000000,0.000205
0.783806,0.000000,0.000489
0.755489,0.000000,0.000116
0.731850,0.000000,0.000308
0.713449,0.000000,0.000472
0.701131,0.000000,0.000029
0.695280,0.000000,0.000171
0.694818,0.000000,-0.000161
0.700511,0.000000,0.000153
0.710753,0.000000,-0.000050
0.725640,0.000000,0.000317
